,title,company,description
1129,Responsable Équipe de Développement H/F,Alptis,"Alptis Assurances recherche …  Depuis plus de 40 ans, Alptis assurances, 3e courtier grossiste en assurance de personnes, assure la conception, le placement auprès d'organismes d'assurances et la gestion de contrats en santé, prévoyance et assurances de prêts. Ses produits et ses services sont distribués par l'intermédiaire d'un réseau de courtiers partenaires auprès d'une clientèle de particuliers, de Travailleurs Non Salariés et d'entreprises. Alptis assurances propose une vision de la protection sociale fondée à la fois sur la responsabilité et la solidarité. Aujourd'hui plus de 350.000 personnes bénéficient de ses garanties et Alptis assurances compte près de 500 collaborateurs.  Nous recrutons pour notre siège à Lyon un Responsable équipe de développement H/F en CDI. Au sein de la Direction des Systèmes d'Information, vous êtes rattaché(e) au Responsable du centre de services de la Digital Factory, vous managez une équipe d'une vingtaine de personnes (Lead développeurs, développeurs) sur des environnements techniques variés (PHP/Symfony, Vuejs, Java, C, PLSQL...). - Vous participez à la définition de l'organisation et au dimensionnement des équipes (recrutement, assistance technique) en collaboration avec les Product Manager des équipes produit afin d'assurer le niveau d'efficience opérationnelle attendu. - Vous animez votre équipe en définissant les objectifs et en assurant le suivi de leurs activités. Vous prenez en charge le recrutement de votre équipe. Vous vous assurez également de leur information et de leur montée en compétences et vous mettez en oeuvre toutes les actions d'accompagnement nécessaires à leur développement. Vous développez leur motivation et vous savez insuffler le goût de l'excellence. - Vous assurez l'interface et vous fluidifiez la collaboration avec les autres équipes de la DSI (Product Managers, Product Owner, Itops, CIS) et autres les autres parties prenantes (clients, prestataires...). Vous veillez à l'application des bonnes pratiques de développement et vous apportez votre éclairage sur les choix techniques. - Vous engagez votre service dans une démarche d'amélioration continue des pratiques de développement afin de développer l'expertise et de stimuler l'innovation. - Vous veillez au respect du budget de la DSI dans le cadre de votre activité.  Vous êtes …  De formation supérieure type école d'ingénieur ou université équivalente, vous possédez une expérience de 5 ans minimum en management d'équipes de développement au sein d'une ESN ou d'une DSI. Votre background technique sur nos environnements de développement est un atout pour ce poste. Ouvert(e) aux changements et adaptable, vous montrez une certaine hauteur de vue et une capacité à traiter des problématiques complexes métiers ou techniques. Habitué à travailler dans un environnement agile, votre rigueur et votre autonomie associées à un goût pour le collectif seront les qualités essentielles à la réussite de vos missions. La connaissance du monde de l'assurance santé/prévoyance est un atout supplémentaire (sans être indispensable) pour comprendre les enjeux de nos clients.  En résumé ...  Publiée le 09/04/2021. Réf : 03/21/537-351957 Poste : Responsable Équipe de Développement H/F Secteur de l'entreprise : Banque, Assurance, Finance Localité : Lyon Type de contrat : CDI Niveau d'études : Bac +5 Rhonealpesjob"
1130,Gestionnaire Assurances H/F,Alptis,"Alptis Assurances recherche …  Depuis plus de 40 ans, Alptis assurances, 3e courtier grossiste en assurance de personnes, assure la conception, le placement auprès d'organismes d'assurances et la gestion de contrats en santé, prévoyance et assurances de prêts. Ses produits et ses services sont distribués par l'intermédiaire d'un réseau de courtiers partenaires auprès d'une clientèle de particuliers, de Travailleurs Non Salariés et d'entreprises. Alptis assurances propose une vision de la protection sociale fondée à la fois sur la responsabilité et la solidarité. Aujourd'hui plus de 350.000 personnes bénéficient de ses garanties et Alptis assurances compte près de 500 collaborateurs.  Nous recrutons pour notre siège à Lyon un(e) Gestionnaire assurances H/F en CDI. Au sein d'une équipe spécialisée dans le suivi des contrats individuels en santé et prévoyance, vous contribuerez à la satisfaction de nos adhérents au travers de la bonne gestion de leurs dossiers. A ce titre, vos missions seront les suivantes : - Vous analysez et traitez les demandes de nos adhérents dans le respect des procédures et des délais fixés : changement d'adresses/RIB, modifications de garanties, radiation et ajouts d'ayants-droits, suivi des échéanciers, enregistrement des dossiers de prélèvement, recevabilité des clauses bénéficiaires et saisie des attestations d'assurance maladie. - Vous êtes en relation directe avec les adhérents, courtiers et/ou des tiers en répondant à leurs demandes (information, conseil, envoi de pièces...) par mail ou par téléphone. - Vous participez activement à l'amélioration des process afin de contribuer à l'optimisation de la qualité de service.  Vous êtes …  Pour mener à bien ces missions, vous serez accompagné(e) dès votre intégration en suivant une formation adaptée à votre profil. De formation Bac +2 minimum, vous possédez idéalement une expérience en tant que gestionnaire en assurances sur de la modification de contrats. Une bonne connaissance des outils bureautiques est requise. Rigoureux(se) et réactif(ve), vous êtes doté(e)s d'une capacité d'analyse et d'une aisance rédactionnelle. Votre sens du service client, votre esprit d'équipe et votre aptitude à intégrer des données techniques seront des atouts pour votre réussite dans ce poste.  En résumé ...  Publiée le 09/04/2021. Réf : 04/21/539-351843 Poste : Gestionnaire Assurances H/F Secteur de l'entreprise : Banque, Assurance, Finance Localité : Lyon Type de contrat : CDI Niveau d'études : Bac +2, Bac +3, Bac +4 Rhonealpesjob"
1131,Conseiller Commercial H/F,Groupe C2E,"C2E recherche …  C2E ? C'est quoi ?  Riche en expérience depuis plus de 10 ans, C2E (Courtier en Economie d'Energie) est actuellement à la recherche de Conseillers et Conseillères Commerciaux.  Filiale du Groupe Stroër (13 000 salariés 2, 8 milliards d'Euros de chiffre d'affaires) et Top Partenaire d'ENI (1er pétro-gazier européen), C2E commercialise les offres de ce géant de l'énergie depuis 2008.  C2E en France c'est : - Plus de 11 années d'expérience en vente directe.  - Plus de 260 partenaires et collaborateurs.  - Plus de 89 départements couverts.  - Une quarantaine de Work-Offices.  Pourquoi faire ?  Force est de constater que nous ne faisons que grandir (c'est sûrement grâce à la soupe quand on était petit !), mais nous avons aussi besoin de vous ! (oui oui quand même).  Pour accompagner notre développement, nous recrutons des Conseillers Commerciaux H/F, et même futurs managers !  Vous serez en charge de vous balader toute la journée pour rendre heureux les particuliers en leur proposant des contrats de gaz et d'électricité dans le cadre d'un changement de fournisseur.  Vous êtes …  Vous, c'est qui ?  Hmmm, une personne motivée, ambitieuse, qui a su se construire sans diplômes (ou avec c'est bien aussi !), qui a le sens de l'écoute, et surtout : la FIBRE commerciale (pas la fibre optique !).  Chez nous, qui on l'espère sera aussi bientôt chez vous, c'est l'histoire d'une grande famille. On sait que l'on peut compter les uns sur les autres, et c'est bien là la base de notre philosophie. C'est pourquoi le permis n'est pas nécessaire, car votre manager vous dépose sur votre secteur.  On propose quoi ?  Poste à pourvoir rapidement en CDI après une période d'essai en fonction des résultats obtenus (qui on l'espère seront au top !) et de l'investissement global au sein de l'équipe.  Vous aurez : - Une formation complète (pour vous instruire !). - Un accès à notre CRM. - La chance de participer à des challenges (parce qu'on aime la WIN). - Deux séminaires d'entreprise annuels (non on ne s'ennuie pas à nos séminaires !).  Alors, si vous êtes prêt à relever ce challenge, permettez-nous de vous adresser notre plus grande motivation à vous recevoir en entretien.  Dans l'attente de recevoir vos CVs, nous restons à votre disposition pour tous renseignements complémentaires (on échange les rôles pour une fois !).  Veuillez agréer, Mesdames, Messieurs, nos sentiments les plus motivés.  En résumé ...  Publiée le 08/04/2021. Réf : vph9m2v7ae Poste : Conseiller Commercial H/F Secteur de l'entreprise : Distribution, Distribution, Commerce de gros Localité : Nantes Type de contrat : CDI Niveau d'études : Bac +2 Ouestjob"
1132,Gestionnaire Sinistres Auto H/F,Effektiv,"Effektiv recherche …  ?Notre client, courtier en assurance en pleine croissance, recherche, dans le cadre d'une création de poste, un Gestionnaire sinistres auto H/F en CDI sur Lyon.  Vous travaillerez sur le marché des négociants/ convoyeurs automobiles. Vous serez sous la responsabilité de la responsable des opérations et vous prenez en charge aurez les missions suivantes : - Enregistrer les déclarations de sinistres - Vérifier les pièces et les garanties contractuelles- Analyser la conformité du risque- Solliciter des experts- Respecter les instructions et procédures mises en place avec la compagnie- Exercer les recours éventuels en déterminant le bon fondement juridique - Vérifier et mettre à jour les accords compagnies dans le logiciel de gestion- Indemniser les clients au regard des engagements.  Vous êtes …  De formation supérieur en assurance, vous avez une expérience significative sur un poste similaire en compagnie ou cabinet de courtage d'au moins 1 an en gestion de sinistres. Votre connaissance sur le marché de l'auto serait un vrai plus ! Vous êtes reconnu pour votre rigueur, votre organisation et votre réactivité. Vos capacités d'analyse et de synthèse seront indispensable. Vous souhaitez partager une belle aventure humaine avec de nombreux de projets à venir, ce poste est fait pour vous !  Rémunération 24-26 K€ Prenez contact avec nous afin d'en avoir plus  En résumé ...  Publiée le 16/03/2021. Réf : 124528 Poste : Gestionnaire Sinistres Auto H/F Secteur de l'entreprise : Services aux Entreprises Localité : Lyon Expérience requise : - 1 an Type de contrat : CDI Niveau d'études : Bac +2 Rhonealpesjob"
1133,Commercial Sedentaire H/F,Armorine,"Armorine recherche …  ARMORINE est une société historique, familiale et indépendante créée en 1932 à Lorient. Forte de ses valeurs et traditions, elle a su garder une culture d'entreprise où l'humain reste une principale considération au même titre que la satisfaction du client. Au fil des années, ARMORINE s'est développée et, avec l'apport de filiales acquises au fil des décennies, continue son expansion. Elle s'appuie aujourd'hui sur ses 4 agences, ses 13 filiales, ses 200 collaborateurs dont l'implication et les compétences ne sont pas à prouver. Pour développer sa force de vente et faire face à un développement de l'activité, ARMORINE recherche un/une COMMERCIAL(E) SEDENTAIRE pour son agence de Savenay (44).  Sous la responsabilité du Directeur des ventes et au sein d'une équipe de 7 personnes, vous avez en charge La Vente de produits pétroliers La gestion et la fidélisation d'un portefeuille clients au téléphone La prospection commerciale de nouveaux comptes Identifier les besoins, informer et négocier auprès des clients Gérer les tournées Prendre des commandes, relancer les impayés. Vous apportez à ce poste une dimension commerciale importante grâce à votre culture du résultat et votre capacité à travailler en autonomie mais aussi en équipe.  Vous êtes …  Vous avez une aisance dans la prise de parole par téléphone et la mise en avant des forces d'Armorine pour développer l'activité commerciale du secteur.  Vous connaissez les techniques commerciales à la suite d'expériences et/ou formations (commercial, courtier).  Vous aimez le défi, le travail en équipe, la vente. Bien organisé(e), vous prenez des initiatives et faites preuve de souplesse notamment par votre qualité d'écoute. Connaissance du secteur géographique et du Pack Office souhaitée.  En résumé ...  Publiée le 16/03/2021. Réf : 474692/964162 CS/44S Poste : Commercial Sedentaire H/F Secteur de l'entreprise : Distribution, Industrie Manufacturière, Distribution, Commerce de gros Localité : Nantes Expérience requise : 1 à 7 ans Type de contrat : CDI Niveau d'études : Bac +2 Salaire : 1 800 - 1 900 EUR par mois Avantages : Vous bénéficierez d'une formation et intégration poussées et adaptées dès la prise de poste. Vous découvrirez un secteur d'activité dynamique et professionnel, nos méthodes, nos outils, vos futurs collègues et interlocuteurs. Rémunération brute fixe de 1800 € + variable mensuel + 13eme mois. Mutuelle prise en charge à 100% par Armorine, PER. Pas de déplacements. Poste à pourvoir dès que possible, en CDI, à Savenay (44). C'est une réelle et belle opportunité qui s'adresse aux personnes souhaitant s'investir et s'épanouir dans une société, un groupe, en plein développement, aux valeurs fortes. Ouestjob"
1134,Commercial Sedentaire H/F,Armorine,"Armorine recherche …  ARMORINE est une société historique, familiale et indépendante créée en 1932 à Lorient. Forte de ses valeurs et traditions, elle a su garder une culture d'entreprise où l'humain reste une principale considération au même titre que la satisfaction du client. Au fil des années, ARMORINE s'est développée et, avec l'apport de filiales acquises au fil des décennies, continue son expansion. Elle s'appuie aujourd'hui sur ses 4 agences, ses 12 filiales, ses 180 collaborateurs dont l'implication et les compétences ne sont pas à prouver. Pour développer sa force de vente et faire face à un développement de l'activité, ARMORINE recherche un/une COMMERCIAL(E) SEDENTAIRE pour son agence de Savenay (44).  Sous la responsabilité du Directeur des ventes et au sein d'une équipe de 7 personnes, vous avez en charge La Vente de produits pétroliers La gestion et la fidélisation d'un portefeuille clients au téléphone La prospection commerciale de nouveaux comptes Identifier les besoins, informer et négocier auprès des clients Gérer les tournées Prendre des commandes, relancer les impayés. Vous apportez à ce poste une dimension commerciale importante grâce à votre culture du résultat et votre capacité à travailler en autonomie mais aussi en équipe.  Vous êtes …  Vous avez une aisance dans la prise de parole par téléphone et la mise en avant des forces d'Armorine pour développer l'activité commerciale du secteur.  Vous connaissez les techniques commerciales à la suite d'expériences et/ou formations (commercial, courtier).  Vous aimez le défi, le travail en équipe, la vente. Bien organisé(e), vous prenez des initiatives et faites preuve de souplesse notamment par votre qualité d'écoute. Connaissance du secteur géographique et du Pack Office souhaitée.  En résumé ...  Publiée le 16/03/2021. Réf : 476563/964120 CS/44S Poste : Commercial Sedentaire H/F Secteur de l'entreprise : Distribution, Industrie Manufacturière, Distribution, Commerce de gros Localité : Nantes Expérience requise : 1 à 7 ans Type de contrat : CDI Niveau d'études : Bac +2 Salaire : 1 800 - 1 900 EUR par mois Avantages : Vous bénéficierez d'une formation et intégration poussées et adaptées dès la prise de poste. Vous découvrirez un secteur d'activité dynamique et professionnel, nos méthodes, nos outils, vos futurs collègues et interlocuteurs. Rémunération brute fixe de 1800 € + variable mensuel + 13eme mois. Mutuelle prise en charge à 100% par Armorine, PER. Pas de déplacements. Poste à pourvoir dès que possible, en CDI, à Savenay (44). C'est une réelle et belle opportunité qui s'adresse aux personnes souhaitant s'investir et s'épanouir dans une société, un groupe, en plein développement, aux valeurs fortes. Ouestjob"
1135,Charge de Relation Client Indemnisation H/F,April Partenaires,"April Partenaires recherche …  Créé en 1988, APRIL est un groupe international de services en assurance implanté dans 22 pays, dont l'ambition est de proposer à ses clients une expérience de l'assurance plus facile et plus accessible. Plus de 3 000 collaborateurs conçoivent, distribuent et gèrent des solutions spécialisées d'assurance autour de cinq marchés d'expertise (emprunteur, santé internationale, Pros/TPE, santé et prévoyance locales, dommage de niches) pour ses partenaires et clients - particuliers, professionnels et entreprises. Le groupe a réalisé en 2019 un chiffre d'affaires de 1 017, 3 millions d'Euros. Notre filiale, APRIL PARTENAIRES, composé de 200 collaborateurs, est un courtier en assurances. Forte de 30 années d'expérience sur les risques de niche, nous concevons, gérons et commercialisons des produits d'assurance dommages pour les risques particuliers et professionnels.  Directement rattaché(e) à la Responsable du Service indemnisation, vos objectifs principaux seront de contribuer à la satisfaction et à la fidélisation des clients en privilégiant la qualité de la relation client au travers la gestion de leur sinistre. Dans ce cadre-là, vos missions principales seront les suivantes : RECUEIL ET IDENTIFICATION DES BESOINS DES CLIENTS : - Réceptionner les appels, traiter toutes les demandes clients selon les normes qualité, et les procédures en vigueur dans la société. - Demander les informations nécessaires au traitement du dossier sinistre.  INSTRUCTION ET REGLEMENT DES DOSSIERS SINISTRES : - Vérifier la validité du contrat et l'application des garanties des contrats d'assurances de la société, mettre en oeuvre tous les moyens possibles afin de réduire les délais et augmenter la satisfaction client. - Vérifier l'exhaustivité des informations et la conformité des pièces justificatives reçues pour le traitement des déclarations de sinistre et l'instruction des dossiers matériels pour l'ensemble des produits de la gamme proposée. - Apprécier, sur la base du dossier les responsabilités en cause. - Veille à la suspicion de Fraude dès la déclaration de sinistre selon la procédure mise en place au sein de la société. - Si nécessaire, déclencher les mesures conservatoires et missionner un expert pour évaluer le préjudice. - Mettre en oeuvre la procédure de règlement standard ou conventionnelle correspondant au sinistre. - Procéder au paiement de l'indemnité, en fonction de la politique de règlement de l'entreprise et du choix de l'assuré.  CONSEIL, ACCOMPAGNEMENT ET AIDE A LA DECISION : - Informer et conseiller le client sur la gestion de son dossier. - Rassurer, conseiller et guider les assurés dans leurs démarches. - Relancer les clients et les autres interlocuteurs du dossier pour obtenir leurs pièces justificatives pour la bonne instruction. - Traiter les réclamations des clients relevant de son domaine ou les transmettre au service concerné.  SUIVI LES OBJECTIFS QUANTITATIFS ET QUALITATIFS - Participe à l'amélioration continue. - Garantit la fiabilité de la gestion. - Respecte les critères définis par la Direction.  Vous effectuez toutes autres tâches relevant de votre domaine de compétences en lien avec la fonction, si besoin opérationnel ou sur demande de votre hiérarchie.  Poste en CDD de 6 mois, de Avril à septembre 2021 Mutuelle + prévoyance + Retraite surcomplémentaire + tickets restaurants + avantages liés au comité d'entreprise + participation/intéressement selon les conditions prévues dans l'accord en vigueur  Vous êtes …  De formation idéale BTS/Licence Assurances, vous avez impérativement une expérience dans le domaine de l'assurance et vous justifiez d'une expérience réussie dans un poste similaire. Une expérience plateau serait appréciée. Vous maitrisez la convention IRSA. Vous êtes reconnu(e) pour votre relationnel, votre sens client et vous aimez travailler en équipe. Vous avez une approche très commerciale de la fonction, tout en conservant une rigueur certaine pour la gestion des dossiers.  En résumé ...  Publiée le 12/04/2021. Réf : FXPART/CRCInd-338962 Poste : Charge de Relation Client Indemnisation H/F Secteur de l'entreprise : Banque, Assurance, Finance Localité : Saint-Grégoire Type de contrat : CDD - 6 mois Niveau d'études : Bac +2, Bac +3, Bac +4 Ouestjob"
1136,Charge de Relation Client Indemnisation H/F,April Partenaires,"April Partenaires recherche …  Créé en 1988, APRIL est un groupe international de services en assurance implanté dans 22 pays, dont l'ambition est de proposer à ses clients une expérience de l'assurance plus facile et plus accessible. Plus de 3 000 collaborateurs conçoivent, distribuent et gèrent des solutions spécialisées d'assurance autour de cinq marchés d'expertise (emprunteur, santé internationale, Pros/TPE, santé et prévoyance locales, dommage de niches) pour ses partenaires et clients - particuliers, professionnels et entreprises. Le groupe a réalisé en 2019 un chiffre d'affaires de 1 017, 3 millions d'Euros. Notre filiale, APRIL PARTENAIRES, composé de 200 collaborateurs, est un courtier en assurances. Forte de 30 années d'expérience sur les risques de niche, nous concevons, gérons et commercialisons des produits d'assurance dommages pour les risques particuliers et professionnels.  Directement rattaché(e) à la Responsable du Service indemnisation, vos objectifs principaux seront de contribuer à la satisfaction et à la fidélisation des clients en privilégiant la qualité de la relation client au travers la gestion de leur sinistre. Dans ce cadre-là, vos missions principales seront les suivantes : RECUEIL ET IDENTIFICATION DES BESOINS DES CLIENTS : - Réceptionner les appels, traiter toutes les demandes clients selon les normes qualité, et les procédures en vigueur dans la société. - Demander les informations nécessaires au traitement du dossier sinistre.  INSTRUCTION ET REGLEMENT DES DOSSIERS SINISTRES : - Vérifier la validité du contrat et l'application des garanties des contrats d'assurances de la société, mettre en oeuvre tous les moyens possibles afin de réduire les délais et augmenter la satisfaction client. - Vérifier l'exhaustivité des informations et la conformité des pièces justificatives reçues pour le traitement des déclarations de sinistre et l'instruction des dossiers matériels pour l'ensemble des produits de la gamme proposée. - Apprécier, sur la base du dossier les responsabilités en cause. - Veille à la suspicion de Fraude dès la déclaration de sinistre selon la procédure mise en place au sein de la société. - Si nécessaire, déclencher les mesures conservatoires et missionner un expert pour évaluer le préjudice. - Mettre en oeuvre la procédure de règlement standard ou conventionnelle correspondant au sinistre. - Procéder au paiement de l'indemnité, en fonction de la politique de règlement de l'entreprise et du choix de l'assuré.  CONSEIL, ACCOMPAGNEMENT ET AIDE A LA DECISION : - Informer et conseiller le client sur la gestion de son dossier. - Rassurer, conseiller et guider les assurés dans leurs démarches. - Relancer les clients et les autres interlocuteurs du dossier pour obtenir leurs pièces justificatives pour la bonne instruction. - Traiter les réclamations des clients relevant de son domaine ou les transmettre au service concerné.  SUIVI LES OBJECTIFS QUANTITATIFS ET QUALITATIFS - Participe à l'amélioration continue. - Garantit la fiabilité de la gestion. - Respecte les critères définis par la Direction.  Vous effectuez toutes autres tâches relevant de votre domaine de compétences en lien avec la fonction, si besoin opérationnel ou sur demande de votre hiérarchie.  Poste en CDD de 6 mois, de Avril à septembre 2021 Mutuelle + prévoyance + Retraite surcomplémentaire + tickets restaurants + avantages liés au comité d'entreprise + participation/intéressement selon les conditions prévues dans l'accord en vigueur  Vous êtes …  De formation idéale BTS/Licence Assurances, vous avez impérativement une expérience dans le domaine de l'assurance et vous justifiez d'une expérience réussie dans un poste similaire. Une expérience plateau serait appréciée. Vous maitrisez la convention IRSA. Vous êtes reconnu(e) pour votre relationnel, votre sens client et vous aimez travailler en équipe. Vous avez une approche très commerciale de la fonction, tout en conservant une rigueur certaine pour la gestion des dossiers.  En résumé ...  Publiée le 12/04/2021. Réf : FXPART/CRCInd-338962 Poste : Charge de Relation Client Indemnisation H/F Secteur de l'entreprise : Banque, Assurance, Finance Localité : Saint-Grégoire Type de contrat : CDD - 6 mois Niveau d'études : Bac +2, Bac +3, Bac +4 Ouestjob"
1137,Consultant Indépendant en Conseil en Entreprises (H/F),GCL EXPERTS GESTION,"PRESENTATION RESEAU GCL : Le chef d’entreprise doit maîtriser son métier et son environnement tout en veillant en permanence au développement de son activité. Maîtriser la santé actuelle et future de son entreprise est devenu la problématique majeure des entrepreneurs au vu du contexte économique actuel. GCL Experts-Gestion est un réseau national de consultants indépendants, membre du réseau GCL qui répond à ce défi. C’est un réseau d’hommes et de femmes qui innovent dans un accompagnement de proximité afin d’aider les entreprises.PROFILS RECHERCHES EN POSTE OU EN RECONVERSION : Banquier /assureur / courtier Cadre ou ex-cadre financier / commercial / marketing / RH recrutement / comptable Manager / chef d’équipe Cadre ou ex-cadre confirmés Formateurs en management gestion / coach indépendant Accompagnement en stratégie et développement d’entreprise ou à la reprise ou création d’entreprise Consultant en place Anciens chefs d’entreprises Cabinets conseil METIER :Vous avez soif d’indépendance, une forte volonté de créer votre propre entreprise. Vous cherchez un business model structurant. Vous avez besoin de vous appuyer sur une notoriété solide et rassurante pour vous lancer. Vous disposez d’une solide expérience professionnelle. Après avoir été salarié(e) ou déjà indépendant(e), vous souhaitez maintenant avoir une activité professionnelle avec de fortes valeurs humaines.Nous vous proposons, à travers un partenariat, de développer votre propre activité de conseil en entreprise. Vous accompagnez des chefs d’entreprise de TPE dans l’amélioration de leurs performances. A travers une méthodologie précise, des outils performants, un accompagnement et une formation de grande qualité, vous pourrez vous lancer pour améliorer le fonctionnement et la rentabilité des TPE. Le futur consultant suivra des indicateurs de rentabilité et de trésorerie, entre autres, en fonction des besoins des clients. Il pourra aborder avec ses clients, des thématiques aussi variées que la stratégie, le développement, l’organisation, la performance…Le réseau national GCL Experts-Gestion offre un business model unique et connaît un fort développement. Il compte déjà plus de soixante cabinets d’Expert-Gestion. La volonté est d’accroître ce développement tout en continuant à veiller à la qualité de chaque nouveau membre.LES FORCES MAJEURES DU RESEAU GCL EXPERTS-GESTION : Business model différenciant Apports de contacts et de partenariats Synergie avec le groupe GCL : GCL Expertise-Comptable, GCL Social, GCL Legal afin de bénéficier de la notoriété de la marque GCL sur un plan national. Mise à disposition d’outils de pilotage (progiciels de gestion, de diagnostic qui permettent d’étudier en temps réel et par anticipation la trésorerie et la rentabilité de l’entreprise) Accès à une méthode éprouvée de développement de cabinet de conseil aux entreprises Formation et coaching d’un an pour un amorçage réussi de votre activité Capacité financière : Apport personnel 8 000€ € Monster"
1138,COMMERCIAL(E) COURTAGE EN CRÉDIT IMMOBILIER H/F,Privilège Courtage,"Commercial H/F courtage en prêt immobilierLe Groupe Privilège Courtage, filiale du Groupe Quintésens est une société de courtage en très fort développement spécialisée en prêt immobilier, assurance de prêt et regroupement de crédits présente sur l’ensemble du territoire national avec plus de 20 cabinets dont 14 agences régionales.L’appartenance au Groupe Quintésens l'un des acteurs les plus dynamiques sur le marché de la gestion de patrimoine (26 cabinets, 500 collaborateurs, classé N°1 classement des Echos ""Les Champions de la Croissance"" 4 années consécutives) et le développement d’une nouvelle marque en transaction immobilière, Lifestone, confèrent à Privilège Courtage un positionnement stratégique, au cœur d’une « offre 360° » unique sur le marché.Dans le cadre de son fort développement, Privilège Courtage recrute sur votre département des courtier(e)s en prêt immobilier et assurance de prê ; Vous aurez en charge la création et la fidélisation d’un réseau de partenaires financiers et d’apporteurs d’affaires. Vous suivrez au quotidien la mise en œuvre de l’architecture financière des différents projets de vos clients, en veillant au respect des normes bancaires. Vous traiterez également les dossiers clients issus du réseau Quintésens pour des investissements immobiliersdéfiscalisant et du réaménagement de prêt.  Notre : Le développement et la réussite d’une entreprise passe par l’Humain avant tout !Votre quotidien avec nous : - Un parcours de formation interne diplômant. - Une interaction permanente avec les dirigeants. - Des collègues passionnés, talentueux, et attachants, bref formidables ! - Un environnement de travail stimulant, avec des challenges à relever chaque jour. -Des responsabilités dès le premier jour, avec la possibilité de vous épanouir. - L'opportunité d'avoir un impact fort et immédiat sur le développement de l'activité. Nos valeurs : Bienveillance, bonne humeur, épanouissement et respect seront les vecteurs de notre de travail sans plaisir ! Postes à pourvoir immédiatement, rémunération non plafonnée, à la hauteur de vos ambitions et nombreuses possibilités d'évolution dans un secteur en plein développement. Profil recherché : de l'enthousiasme et de l'envie  - Débutant(e)s bienvenu(e)s, formation certifiante assurée. - IOBSP apprécié - Dynamisme, organisation, réactivité, rigueur. - Aisance relationnelle (physique & téléphonique). - Force de proposition, travail en équipe.Plus que des diplômes ou une expérience, c’est votre envie et votre enthousiasme qui nous intéressent. Vous êtes altruiste et empathique, alors on vous attend ! Envoyez votre candidature par mail et restez à côté de votre téléphone, notre chargée de recrutement vous rappelle. Monster"
1139,Juriste Assurance H/F,Fnac Darty,"La mission  Nous recherchons un juriste ASSURANCES afin d'intégrer la Direction Juridique Groupe de Fnac Darty. Il aura plus particulièrement en charge les missions suivantes : - La gestion juridique et opérationnelle du portefeuille de toutes les assurances du Groupe (Dommages aux biens, Responsabilité civile des dirigeants, Responsabilité civile Générale, Responsabilité décennale, Tous risques chantier, Fraude, Cyber, Risques spéciaux, Transports, Flotte Auto, Auto-mission). - La revue des risques juridiques au sein des entités/activités du groupe et la mise en place de procédures. - L'analyse des besoins en assurances et la vérification de la bonne adéquation/couverture des garanties. - Le support juridique aux équipes supports et opérationnelles. - La vérification et la gestion des appels de primes et d'honoraires. - Le suivi de l'exécution et la négociation des conventions de courtage définissant les obligations du courtier. - La coordination avec les opérationnels et les interlocuteurs externes (courtiers, assureurs, conseils, experts...). - La déclaration, le suivi des sinistres et la participation aux réunions d'expertise pour les sinistres majeurs. - La réception et la vérification des attestations d'assurance. - Le suivi des visites de prévention de l'assureur, la vérification du contenu des rapports d'évaluation et de la mise en oeuvre en interne des recommandations retenues. - La veille concernant l'évolution des risques du groupe. Profil recherché : Bac +5 / Master 2 Assurances ou école spécialisée type ENASS 1 à 2 ans d'expérience dans un poste similaire Qualités rédactionnelles, relationnelles et d'organisation Capacité d'adaptation et esprit d'analyse et de synthèse Goût pour le travail en équipe - Bon communicant - Rigueur et Curiosité Cadreo"
