,title,company,description
78,Actuaire Consultant(e) Confirmé(e)/Senior en Epargne/Retraite - H/F,Addactis,"Au sein de notre practice « Actuarial Consulting », en mission dans les bureaux de nos clients, vous intervenez sur des sujets techniques à haute valeur ajoutée en Epargne/Retraite.  Selon vos domaines d’expertise et vos envies d’évolution vous pourrez intervenir dans les domaines suivants: Production Solvabilité 2: les 3 piliers Dry Run IFRS 17 Production ALM Suivi du risque / pilotage de portefeuille Optimisation de process, accélération, robotisation Etudes de rentabilité Fonction Actuarielle Inventaire Actuariat Produit … Ce qui pourrait vous plaire sur ce poste ?  Intégrer ADDACTIS, c’est l’opportunité de rejoindre un environnement propice au développement de vos compétences. Au sein d’une entreprise à taille humaine, vous travaillez sur des missions variées et à forte valeur ajoutée, vous permettant ainsi de développer votre expertise technique et votre connaissance du marché.  Si vous êtes à la recherche d’une équipe soudée, si vous aimez rencontrer de nouvelles personnes et si vous n’appréciez pas la routine, alors la Practice « Actuarial Consulting » correspond à ce que vous recherchez ! Vous êtes diplômé(e) en Actuariat ou d’une Ecole d’Ingénieur de haut niveau. Vous avez au minimum 4 ans d’expérience avec une expérience significative en Epargne/Retraite Vous avez une très bonne connaissance des logiciels Prophet ou MoSes Vous êtes force de proposition, autonome et rigoureux(se) dans votre travail. Vous faites preuve d’un bon relationnel et vous appréciez le travail en équipe. Digital Recruiters"
79,Actuaire H/F,April,"Vous serez rattaché(e) à la Direction des opérations, au service : Assurance Emprunteur.  Ce marché travaille à la conception, à la mise à disposition et au suivi de produits assurantiels en assurance des emprunteurs.  Enjeux principaux : Vous contribuerez à la création et à l'adaptation des produits de la gamme en participant au cadrage de l’offre, à la définition des garanties, aux études de tarification, et à l’élaboration des documents contractuels, Vous participerez aux projets transverses liés au marché de l’emprunteur afin d’apporter une vision métier, Vous exploiterez, mettrez en forme et analyserez les données, internes et externes, dans le but d’améliorer le pilotage de nos activités et notre process de conception. Les missions principales :  Conception Participer aux groupes projets de conception/modification/intégration des produits: étude, définition, tarification, intégration et évolution de l'offre, Intervenir dans les échanges avec les assureurs et réassureurs. Analyses et suivi Contribuer à l’amélioration de notre outil de modélisation dans le but d’affiner nos projections de flux et notre vision de la rentabilité, Mener des études statistiques permettant d’actualiser nos hypothèses de tarification et de suivi des portefeuilles, Construction des reportings à destination des assureurs, Participer aux travaux de certification des tables de provisionnement, Utiliser tous types de données, internes et externes, afin d’approfondir la connaissance et le besoin des clients (assurés & courtiers), Proposer des études innovantes permettant d’optimiser la conception de nos offres et le pilotage de notre activité. Les études que vous mènerez devront notamment : Permettre de construire les offres les plus adaptées et attractives répondant aux besoins exprimés, Aider à piloter nos actions selon les différents canaux de distribution adressés, Permettre une rapidité d’adaptation/anticipation face aux mouvements du marché de l’assurance des emprunteurs. Votre profil  Vous disposez d’une formation supérieure dans le domaine des statistiques ou de l’actuariat et vous justifiez obligatoirement d'une expérience d'au moins 3 ans sur un poste d’actuaire ou de chargé d’études actuarielles en prévoyance individuelle. Une expérience en Assurance des Emprunteurs serait un plus.  Curieux(.se), rigoureux(.se) dynamique et autonome, vous savez assurer la prise en main d’un sujet et l’exploration de différentes pistes d’analyse, tout en étant force de proposition.  Bon(.ne) communicant(.e), vous savez présenter vos travaux et faire adhérer à vos propositions.  Vous appréciez le travail en équipe et donc évoluer au quotidien en ""mode projet"".  Vous savez utiliser les outils Excel, VBA et SAS et avez une bonne maîtrise des techniques actuarielles.  Nous vous proposons  CDI sur Lyon  Rémunération annuelle fixe + variable sur objectifs  Mutuelle + Prévoyance + tickets restaurants + CE + intéressement/participation selon les conditions prévues dans l’accord en vigueur  Ce poste vous intéresse ? Cliquer sur ce logo pour en savoir plus sur sa localisation April"
80,Actuaire modélisation Capital Management H/F,Aviva,"Proposant à plus de 3 millions de clients, particuliers et professionnels, des solutions & services d’assurances, d’épargne et de retraite, Aviva France est le deuxième plus important marché du Groupe international Aviva plc.  Rejoindre Aviva c'est intégrer un groupe solide, présent sur les principaux métiers de l'assurance et engagé dans une démarche d’entreprise responsable ambitieuse, reconnue notamment pour son rôle d’acteur du financement de l’économie sociale et solidaire. C'est surtout travailler au sein d'une entreprise à taille humaine !  Suivez-nous sur Twitter @AvivaFrance, LinkedIn et Instagram.  Au sein de la Direction Financière d’Aviva France, dans le département en charge du calcul du capital économique, et rattaché au responsable de l’équipe Modèle, vous interviendrez sur : L’encadrement technique des collaborateurs juniors ; La revue et contrôle de la production des scénarios économiques et la création des tables d’actifs ; L’analyse des changements de la Base de Données d’Actifs pour la création des tables d’actifs pour les différents états Reporting ; La modélisation et l’implémentation des changements de modèle ALM et sur des projets de migration/refontes d’outils et de modèles ; La contribution aux travaux de production de résultats et de sensibilités en soutien de l’équipe en charge du Reporting : production des ESG et des tables d’actifs, support à l’analyse ; La participation à l'élaboration d'études de nature réglementaire : tests EIOPA, collectes de données et Scenario Stress Tests ; L’automatisation des outils de calcul et d’aide à l’amélioration du processus de reporting des résultats. Titulaire d’un Bac+5 en actuariat ou en mathématiques appliqués avec une spécialisation en finance et/ou en actuariat, vous justifiez d'une expérience minimum de trois ans, notamment en modélisation et plus particulièrement en production de scénarios économiques et tables d’actifs. Votre anglais est opérationnel.  Vous êtes doté(e) d'une bonne capacité d’analyse, d’écoute, de communication, du sens d’initiative et d’esprit d’équipe. Aviva"
81,Consultant Actuaire ALM Senior H/F,Optimind,"Paris - Île-de-France - France  Présentation de l'entreprise  Avec 250 collaborateurs, Optimind est le leader français du conseil en gestion des risques. Aujourd'hui, nous accompagnons les organismes assureurs, banques et grandes entreprises autour de la définition de la stratégie, de la gestion des risques et de la transformation à travers nos lignes de services : Strategy, Finance, Risk, Compliance, Human Resources, Digital Transformation, Market, Data & BPO.  Description du poste  En tant que Consultant ALM Senior, au sein d'une équipe dédiée aux sujets liés à la gestion d'actifs, à la performance financière et à la gestion actif-passif, vous interviendrez principalement sur les missions suivantes : Contribution à la modélisation actif-passif ; Contribution aux études d'allocation stratégiques d'actifs ; Audit des placements et des politiques d'investissement, de gestion d'actif-passif et de liquidité ; Calculs de SCR de marché Votre trajectoire de carrière En rejoignant Optimind, vous aurez l'opportunité de développer un set de compétences et d'évoluer dans un environnement agile avec un fort esprit start-up vous permettant de développer les dimensions suivantes : leadership, métier, expertises. Au sein de nos Expertise Centers, vous contribuerez à nos réflexions de pointe et grâce aux missions variées auxquelles vous participerez, vous pourrez renforcer vos compétences, en acquérir de nouvelles et progresser ainsi au sein d'Optimind.  Profil recherché Vous avez entre 4 à 7 ans d'expérience au sein d'une direction des investissements ou d'un middle office d'un service titres d'une compagnie d'assurances, ou encore d'une société de conseil ; Vous bénéficiez d'une expérience en assurance ; Vous avez un excellent sens du relationnel et appréciez le travail en équipe ; Force de proposition, vous savez être autonome et rigoureux(se) dans votre travail ; Vous maîtrisez les outils statistiques de type R et SAS et idéalement Moses ou Prophet ; Au regard de la dimension internationale de certains de nos clients, vous maîtrisez l'anglais. Autres informations  Avec plus de 250 collaborateurs, OPTIMIND est devenu le leader français en gestion des risques.  Aujourd'hui, nous accompagnons nos clients en leur apportant des solutions à la fois globales et personnalisées à travers nos lignes de services : Strategy, Finance, Risk, Compliance, Human Resources, Digital Transformation, Market, Data & BPO. Plus d'informations sur notre site optimind.com Optimind"
82,Actuaire Prévoyance H/F,Crédit Mutuel Arkéa,"Suravenir, filiale du Crédit Mutuel Arkéa, est l'un des principaux intervenants sur les marchés de l'assurance vie, de la prévoyance et de l'épargne retraite collective en France. Au plan national, elle se situe aujourd'hui parmi les 10 premières compagnies d'Assurance Vie.  Tout au long de son développement, Suravenir est resté fidèle aux principes qui font son succès :  des équipes aux compétences variées et complémentaires qui font la force de Suravenir des contrats de qualité régulièrement récompensés, un accompagnement au plus près de ses partenaires.  Ainsi, Suravenir recueille, depuis plus de 25 ans, la confiance des réseaux du Crédit Mutuel Arkéa mais également de banques privées, de conseillers en gestion de patrimoine indépendants, de courtiers, de mutuelles, de la grande distribution, de courtiers en ligne, etc.  Description du poste  Contrat  CDI  Votre mission  Pour accompagner son développement et relever les nombreux enjeux techniques et réglementaires, vous rejoindrez le service Actuariat Prévoyance qui traite les produits de Prévoyance Emprunteurs (groupe et individuel) ainsi que les produits de Prévoyance Individuelle (Temporaire DC et Obsèques).  Les principales missions sont les suivantes : Réalisation des travaux liés aux arrêtés prudentiels trimestriels et annuels sous les environnements Solvabilité 2 et ANC au travers de l'évaluation des provisions techniques, Contribution au système de gestion des risques à travers notamment les calculs quantitatifs liés à l'ORSA et la réalisation de tableaux de bord de suivi des risques, Participation aux études en vue de la mise en place de la norme comptable IFRS17, Création et suivi des tables d'expérience en Emprunteurs, études diverses sur les lois de comportements des assurés (résiliations, remboursements anticipés), Participation au reporting réglementaire annuel et trimestriel (QRT, rapports RSR/SFCR, rapport ORSA, rapport actuariel), Contribution métier au suivi de la qualité des données, Adaptation (nouveaux produits …), optimisation et documentation des processus de production et de suivi du risque. Et si c'était vous ?  De formation supérieure scientifique, Bac + 5 en actuariat ou équivalent (EURIA, ISUP, ISFA, ULP, Dauphine, ENSAE, IMA…), ou ingénieur doté de connaissances fortes en mathématiques vous disposez d'une première expérience réussie (stage, alternance compris) sur une mission similaire vous ayant permis d'acquérir des connaissances liées aux environnements réglementaires (Solvabilité 2, ANC, IFRS17) dans l'idéal sur une activité Prévoyance.  De tempérament rigoureux et autonome, vous faites preuve d'une grande adaptabilité pour travailler efficacement sur des sujets variés. Votre goût du travail en équipe et vos qualités relationnelles (dynamique, entreprenant(e)), votre capacité d'analyse et de synthèse feront de vous le candidat idéal pour rejoindre le département Actuariat de Suravenir. Enfin, votre appétence pour les outils informatiques permettant la manipulation des bases de données (VBA, R, SAS…) et la connaissance des principes de modélisation actuarielle et financière sont autant d'atouts supplémentaires pour mener à bien vos missions. Crédit Mutuel Arkéa"
83,ACTUAIRE F/H,AG2R La Mondiale,"Au sein de l'actuariat d'inventaire Epargne Retraite du groupe AG2R La Mondiale, vous contribuez à la production et à l'analyse des comptes dans un contexte multinormes (social, S2, IFRS).  Contenu du poste  Au sein de l'actuariat d'inventaire Epargne Retraite du groupe AG2R La Mondiale, vos missions principales seront orientées sur la participation aux comptes S1, S2 et IFRS (évaluation et contrôle des provisions techniques, des Best Estimate en Epargne/Retraite et détermination des SCR).  En complément des missions principales, vous pourrez également être amené à intervenir sur d'autres travaux dans un contexte multinormes (normes sociales, IFRS, prudentielles), à savoir  Participer aux différents reportings interne et réglementaire du service ; Participer aux travaux de revue actuarielle (groupe, externe, commissaires aux comptes) ; Contribuer à l'amélioration et à l'automatisation des processus et des outils d'inventaire ; Réaliser des études actuarielles ; Participer aux projets du département.  Expérience et compétences attendues  Vous êtes actuaire ou diplômé d'une grande école d'ingénieur, vous justifiez d'une première expérience de 2 à 5 ans dans une fonction actuarielle en épargne retraite.  La connaissance d'outils d'analyse de données (PL SQL, SAS) et/ou de modélisation serait un plus.  Qualités requises  Vous êtes dynamique, volontaire, rigoureux et constructif avec un bon sens relationnel et d'écoute.  Vous possédez de bonnes qualités d'analyse, de synthèse ainsi que des capacités de communication écrite et orale.  Vous êtes pragmatique, curieux, force de proposition et avez le goût du travail en équipe.  Localisation du poste  Pays / Région / Département  France, Hauts De France  Ville  MONS EN BAROEUL  Lieu de travail / Etablissement  MONS EN BAROEUL AG2R La Mondiale"
84,Actuaire Senior Vie H/F,Groupama,"Description du poste  Intitulé du poste  Actuaire Senior Vie H/F  Description de la mission  Groupama Assurances Mutuelles élabore, anime et coordonne la stratégie opérationnelle du Groupe Groupama, dans de le cadre de projets menés en concertation avec les Caisses Régionales et les filiales.  Par ses missions diversifiées, GMA veille à la cohésion et à l'engagement de toutes les parties prenantes du Groupe, au service de ses sociétaires et clients. Elle mobilise les compétences de ses équipes dans des métiers variés : gestion administrative, technique et financière, stratégie, marketing, ressources humaines, communication, etc.  GMA réassure les Caisses Régionales, pilote les filiales, met en place le programme de réassurance externe pour l'ensemble du Groupe, gère une activité d'assurance directe, établit les comptes consolidés et combinés et prend toutes les mesures permettant de garantir la solvabilité du Groupe.  L'équipe de la Direction Actuariat Groupe de Groupama se renforce et recherche un Actuaire Sénior Vie.  En rejoignant la Direction Actuariat Groupe, vous intégrez une direction dynamique composée d'actuaires intervenant sur les problématiques d'assurance-vie et d'assurance IARD de l'ensemble des entités du Groupe (France et International).  Vous intervenez notamment sur les missions suivantes : Suivi du niveau de provisionnement (cartographie des engagements, contrôles de pertinence et de suffisance...) et analyse de la rentabilité des entités vie du Groupe Production/coordination et contrôle des travaux de valorisation (EVT, NBV, Solvabilité II) Travaux de modélisation et évaluation du niveau de suffisance du provisionnement du risque dépendance Mise en œuvre de la norme IFRS17 au sein du Groupe Support technique et opérationnel auprès des filiales vie et centres de profit Développement de normes actuarielles en assurance-vie et contrôle de leur application Animation de la communauté actuarielle vie du Groupe Conduite de projets en autonomie sur des sujets spécifiques et restitution idoine des résultats Profil  Formation requise Actuaire diplômé ou de formation supérieure en mathématiques, statistiques Expérience professionnelle Une expérience en assurance de personnes d'au moins 7-8 ans au sein d'un cabinet de conseil ou d'une Direction Technique, Actuariat ou Risque d'une compagnie d'assurance ou de réassurance est souhaitée. Une expérience en modélisation d'engagements de type épargne-retraite serait appréciée.  Compétences Anglais indispensable. Une expérience internationale serait appréciée. Maîtrise des outils Excel/VBA, Moses ou leurs équivalents, SAS. La connaissance de Python ou R est un plus. Savoir-être Esprit d'analyse et de synthèse Autonome, organisé Capacité à travailler en équipe et mode projet Sens de la communication Motivé Dans le poste, le collaborateur a des contacts principalement avec des intervenants internes au Groupe. En tant qu'Actuaire, il intervient dans des groupes de travail multidisciplinaires où il doit s'exprimer et convaincre des intervenants d'horizons variés de la pertinence des propositions ou des conclusions qu'il porte. Groupama"
85,ACTUAIRE CONFIRME H/F,CNP Assurances,"Assureur, coassureur et réassureur, CNP Assurances conçoit des solutions de prévoyance et d'épargne innovantes. Ces solutions sont distribuées par de nombreux partenaires en France, en Europe et en Amérique Latine, notamment au Brésil. Elles s'adaptent au mode de distribution de chaque partenaire, du réseau physique au 100 % online, et aux besoins des clients de chaque pays. Ce modèle ouvert rend CNP Assurances compatible avec tous les univers et l'incite à réinventer la protection des personnes dans un monde qui bouge. Le Groupe compte plus de 35 millions d'assurés en prévoyance/protection dans le monde et plus de 14 millions en épargne/retraite. CNP Assurances est cotée à la Bourse de Paris depuis octobre 1998 (1er marché) et s'appuie sur un actionnariat stable concrétisé par la signature d'un pacte entre ses principaux actionnaires (la Caisse des Dépôts, La Banque Postale, le Groupe BPCE et l'Etat français). Pour plus d'informations, posez vos questions en direct à nos Ambassadeurs sur https://cnp-assurances.career-inspiration.com/app/home  www.cnp.fr @CNP_Assurances  Référence 2020-3270  Description du poste  Métier  ACTUARIAT MODELES STATISTIQUES - ACTUARIAT ET ETUDES TECHNIQUES  Intitulé du poste  ACTUAIRE CONFIRME H/F  Type de Contrat  CDI  Statut  Cadre  Temps de travail  Temps complet  Description de la mission  La Direction Technique Groupe, recherche pour son service Technique Epargne Retraite, un  Actuaire confirmé - H/F -  Vous rejoignez le service en charge des contrats en Unité de comptes et en Euros composé de 7 collaborateurs. Dans le cadre de vos missions, vous serez fréquemment au contact des différentes fonctions de l'entreprise intervenant sur votre domaine d'activité, notamment les Business Unit, la Direction de la planification et de la performance, la Comptabilité, la Direction des risques, ...  A ce titre, vous serez amené(e) à réaliser les travaux suivants :   - Calcul des indicateurs prospectifs (MCEV et SII) :  *Constitution et analyse des données,  *Construction des hypothèses,  *Analyse et contrôle des résultats et ses variations,  *Réalisation des notes et reporting aux différents instances (CAC, comités techniques, comité d'audit…)  - Contribution aux développements et à la recette de nouvelles fonctionnalités dans les outils de projection actuariels et traitement des recommandations émises par les contrôleurs dans le cadre de la revue.  - Contribution aux projets/études transverses DTG et/ou interne à l'équipe  *Participer aux travaux du business plan  *Contribuer aux travaux IFRS 17 selon la feuille de route définie par l'équipe projet  *Participer aux présentations CLM  *Etudes sur la création de valeur en vision prospective selon les différents scénarios possibles  - Contribution aux travaux de détermination des taux de PB  En période d'inventaire, vous serez amené à participer à des éléments clefs de l'inventaire pour l'établissement des comptes de résultat et pour certaines études de rentabilité.  Profil  Vous êtes diplômé en actuariat ou possédez une formation équivalente (école d'Ingénieur, 3ème cycle en mathématiques, statistiques ou finance), vous avez au moins 4 ans d'expérience professionnelle. Des compétences comptables seraient un plus. Vous avez des capacités avérées à travailler en équipe, une grande réactivité et rigueur dans la gestion des dossiers et des données. Vous êtes reconnu pour votre esprit d'initiatives et d'anticipation ; mais également pour votre autonomie à traiter vos dossiers dans le respect des délais et votre capacité à hiérarchiser les demandes. Vous possédez de bonnes capacités d'analyse  Classe CCNA  6  Localisation du poste  Localisation du poste  Europe, France, Ile-de-France  Ville  Paris  Critères candidat  Niveau d'études min. requis  Bac+5  Niveau d'expérience  2-5 ans CNP Assurances"
86,Actuaire Vie H/F,Crédit Mutuel Arkéa,"Suravenir, filiale du Crédit Mutuel Arkéa, est l'un des principaux intervenants sur les marchés de l'assurance vie, de la prévoyance et de l'épargne retraite collective en France. Au plan national, elle se situe aujourd'hui parmi les 10 premières compagnies d'Assurance Vie.  Tout au long de son développement, Suravenir est resté fidèle aux principes qui font son succès :  des équipes aux compétences variées et complémentaires qui font la force de Suravenir des contrats de qualité régulièrement récompensés, un accompagnement au plus près de ses partenaires.  Ainsi, Suravenir recueille, depuis plus de 25 ans, la confiance des réseaux du Crédit Mutuel Arkéa mais également de banques privées, de conseillers en gestion de patrimoine indépendants, de courtiers, de mutuelles, de la grande distribution, de courtiers en ligne, etc.  Description du poste  Contrat  CDI  Votre mission  Au sein du département Actuariat, vous rejoindrez l'équipe Actuariat Vie dont les principales missions sont les suivantes : Réaliser les travaux liés à l'environnement Solvabilité 2 à travers : La conduite des calculs quantitatifs dans le cadre du Pilier 1 et du Pilier 2 : évaluation des provisions techniques Best Estimate en Epargne/Retraite, élaboration du bilan prudentiel et détermination des SCR, La participation au reporting réglementaire annuel et trimestriel (QRT, rapports RSR/SFCR, rapport ORSA, rapport actuariel), Le développement et la maintenance de l'outil de projection financière, L'optimisation des processus de production. Contribuer aux travaux liés au processus d'évaluation de l'adéquation du capital interne (ICAAP) Participer à la mise en œuvre de la norme comptable IFRS17, Participer à la politique de revalorisation des produits d'épargne-retraite, Assurer une veille technique et réglementaire sur le marché de l'assurance de personnes en lien avec la FFA, le G11 ou encore l'Institut des Actuaires. Et si c'était vous ?  De formation supérieure scientifique, Bac + 5 en actuariat (EURIA, ISUP, ISFA, ULP, Dauphine, ENSAE, IMA…), vous disposez d'une première expérience réussie (stage, alternance compris) sur une mission similaire vous ayant permis d'acquérir de solides connaissances liées à l'environnement Solvabilité 2.  De tempérament rigoureux et autonome, vous faites preuve d'une grande adaptabilité pour travailler efficacement sur des sujets variés et gérer de front plusieurs analyses. Votre goût du travail en équipe et vos qualités relationnelles (dynamique, entreprenant(e), bon esprit de synthèse) feront de vous le candidat idéal pour ce poste. Enfin, la maîtrise des langages de programmation, la manipulation des bases de données (VBA, R, SAS…) et la connaissance des outils de modélisation actuarielle et financière sont nécessaires pour mener à bien vos missions Crédit Mutuel Arkéa"
87,Actuaire Consultant(e) Confirmé(e) / Senior en Assurance de Personnes - H/F,Addactis,"Au sein de notre practice « Actuarial Consulting », en mission dans les bureaux de nos clients, vous interviendrez sur des sujets à haute valeur ajoutée technique en Assurance de Personnes, selon vos domaines d’expertise et vos envies d’évolution. Production Solvabilité 2: les 3 piliers Dry Run IFRS 17 Suivi du risque / pilotage de portefeuille Optimisation de process, accélération, robotisation Etudes de rentabilité Fonction Actuarielle ALM Inventaire Ce qui pourrait vous plaire sur ce poste ?  Intégrer ADDACTIS, c’est l’opportunité de rejoindre un environnement propice au développement de vos compétences. Au sein d’une entreprise à taille humaine, vous travaillez sur des missions variées et à forte valeur ajoutée, vous permettant ainsi de développer votre expertise technique et votre connaissance du marché.  Si vous êtes à la recherche d’une équipe soudée, si vous aimez rencontrer de nouvelles personnes et si vous n’appréciez pas la routine, alors la Practice « Actuarial Consulting » correspond à ce que vous recherchez ! Vous êtes diplômé(e) en Actuariat ou d’une Ecole d’Ingénieur de haut niveau Vous disposez de minimum 4 ans d’expérience professionnelle en Assurance de Personnes (Santé/Prévoyance/Vie/Epargne/Retraite) La connaissance de Prophet ou Moses serait appréciée. Digital Recruiters"
88,ACTUAIRE H/F,CNP Assurances,"Assureur, coassureur et réassureur, CNP Assurances conçoit des solutions de prévoyance et d'épargne innovantes. Ces solutions sont distribuées par de nombreux partenaires en France, en Europe et en Amérique Latine, notamment au Brésil. Elles s'adaptent au mode de distribution de chaque partenaire, du réseau physique au 100 % online, et aux besoins des clients de chaque pays. Ce modèle ouvert rend CNP Assurances compatible avec tous les univers et l'incite à réinventer la protection des personnes dans un monde qui bouge. Le Groupe compte plus de 35 millions d'assurés en prévoyance/protection dans le monde et plus de 14 millions en épargne/retraite. CNP Assurances est cotée à la Bourse de Paris depuis octobre 1998 (1er marché) et s'appuie sur un actionnariat stable concrétisé par la signature d'un pacte entre ses principaux actionnaires (la Caisse des Dépôts, La Banque Postale, le Groupe BPCE et l'Etat français). Pour plus d'informations, posez vos questions en direct à nos Ambassadeurs sur https://cnp-assurances.career-inspiration.com/app/home  www.cnp.fr @CNP_Assurances  Référence 2021-3341  Description du poste  Métier  ACTUARIAT MODELES STATISTIQUES - ACTUARIAT ET ETUDES TECHNIQUES  Intitulé du poste  ACTUAIRE H/F  Type de Contrat  CDI  Statut  Cadre  Temps de travail  Temps complet  Description de la mission  La Direction Technique Groupe recherche pour son service « Emprunteur », un Actuaire (H/F) Vous intégrez une équipe de 6 personnes sur le périmètre emprunteur, partenaires bancaires et mutuelles. Dans ce contexte, vos principales missions sont les suivantes : - Contribuer aux travaux de clôture des comptes comprenant le calcul des engagements, le calcul du PNA, l'application des traités de réassurance, la justification auprès des commissaires aux comptes. Cette activité nécessite une relation forte avec l'ensemble des contributeurs à la communication financière du groupe (BU, comptabilité, contrôle de gestion, etc.). - Participer aux travaux de MCEV, analyser les principales métriques VIF/VNB de votre périmètre. - Contribuer aux CLM (Comité Liabilities Management) et CRT (Comité des Risques Techniques) de votre périmètre en réalisant les études demandées. - Réaliser les comptes clients, calculs des engagements et commissions variables. Vérifier la bonne application des clauses contractuelles. - Participer aux projets transverses du service d'automatisation des processus - Etre critique sur nos modes de fonctionnement dans une logique d'amélioration continue.  Profil  De formation supérieure (Bac+5) en actuariat ou en mathématiques/statistiques avec une dominante actuariat/finance, vous connaissez les bases sur les produits de prévoyance/emprunteur et sur les modèles de projection à travers une première expérience professionnelle Vous maitrisez l'utilisation des outils bureautiques; la connaissance de SAS et VBA serait un atout. Vous êtes rigoureux et organisé ; vous faites preuve de curiosité d'esprit et dynamisme. Vous appréciez le travail d'équipe.  Classe CCNA  5  Localisation du poste  Localisation du poste  Europe, France, Ile-de-France, Paris (75)  Ville  Paris  Critères candidat  Niveau d'études min. requis  Bac+5  Niveau d'expérience  2-5 ans CNP Assurances"
89,Manager Actuaire - CDI - H/F,PwC,"Rejoignez le leader mondial de l'audit et du conseil et vivez une expérience unique au sein de notre équipe d'actuariat dans un contexte d'innovation et de transformation. Relevez nos défis auprès du secteur de l'assurance en pleine mutation, créez de la valeur face à ses enjeux, intégrez nos équipes de collaborateurs dans la réalisation de missions de commissariat aux comptes.  En rejoignant notre département Insurance, vous mettrez vos compétences au service de sociétés prestigieuses et bénéficierez, en plus d'un programme de formation ambitieux, d'outils technologiques de premier plan.  Vous souhaitez rejoindre une structure où vous pourriez faire à la fois de l'actuariat vie, non-vie et de la réassurance, notre équipe recherche un(e) Manager Actuaire.  N'hésitez pas, rejoignez notre équipe, à taille humaine, et vivez la « PwC experience » !  Ce que vous pouvez attendre de la mission :  Intervenir au cœur des Directions Techniques/Financières/Risques de grands groupes d'assurance, de mutuelles ou d'institutions de prévoyance, en développant une relation de proximité avec des interlocuteurs de haut niveau.  Assister et accompagner les clients sur des projets en lien avec la mise en place de la norme IFRS17, le reporting financier et réglementaire (Solvabilité II, pilotage multi-normes, études ALM), le risk management (ORSA, optimisation du capital) et la modélisation actuarielle ;  Participer à des missions de transformation de nos clients (efficacité opérationnelle, fast-close, robotique et data visualisation);  Etre support aux équipes Transactions sur des opérations de haut de bilan (fusions-acquisitions, transferts de portefeuille) ;  Coordonner des missions et Manager des équipes à taille humaine;  Œuvrer à la montée en compétences de l'équipe et prendre une part active au développement commercial en actuariat conseil;  Ce que nous attendons de vous :  Titre d'actuaire ou équivalent  Expérience significative de plus de 5 ans au sein d'un cabinet ou au sein d'un organisme en assurance IARD et Vie  Maîtrise des aspects de modélisation : maîtrise d'outils de projection tels que ReMetrica ou Igloo et/ou MoSes/RAFM, Prophet  Une expérience dans le management et la gestion de projet  Niveau d'anglais courant qui vous permettra de travailler, voire d'évoluer, dans un environnement international et au sein d'un réseau de plus de 1200 actuaires.  Mots clés : actuariat, actuaire, conseil, assurance vie, Iard Monster"
90,Actuaire produits Vie Epargne/Retraite H/F,Aviva,"Avec plus de 300 ans d’expérience, le Groupe Aviva plc est présent dans 16 pays à travers le monde et se positionne comme l’un des premiers assureurs en Europe. Ses principaux métiers sont l’assurance vie, l’assurance dommages et la gestion d’actifs au service de plus de 31 millions de clients.  En France, Aviva est un assureur généraliste qui propose une gamme complète de produits d’assurances dommages (auto, habitation, santé…) et d’assurances de personnes (assurance vie, prévoyance, dépendance) et emploie 4400 collaborateurs.  Au sein du Service Actuariat Vie, pôle Epargne / Retraite, vous réalisez les études techniques nécessaires au développement et au suivi de la gamme des produits vie, en conformité avec les politiques du Groupe.  Vos missions  Vous intégrez une équipe de 6 personnes en charge du périmètre Epargne / Retraite dont les principales missions sont : Montage des produits Epargne et Retraite sur l’ensemble des réseaux de distribution d’Aviva : Participation au design des produits, analyse technique des spécifications produits Développement d’outils de modélisation actuarielle, calcul des indicateurs de rentabilité Formalisation des travaux de tarification par une note de montage technique pour prise de décision du management Suivi de la rentabilité des produits : caractéristiques de souscription, comportement client, environnement économique… Détermination des hypothèses comportementales best estimate utilisées pour les calculs de rentabilité et de bilan économique Solvabilité 2 Réalisation de toutes études actuarielles relatives aux produits Apport d’expertise technique au service de la Direction de Développement Produits, des Directions Commerciales, de la Direction Financière et de la Direction des Risques. Votre profil  De formation en actuariat ou assimilée, vous disposez d'une expérience significative en assurance vie (épargne / retraite) au sein du secteur technique d'une société d'assurance vie ou d'un cabinet de conseil en actuariat.  Vous avez exercé dans les domaines de l’actuariat produit, du capital économique ou de l'inventaire.  Une bonne connaissance de Visual Basic, BusinessObjects et SAS est vivement recommandée.  Vous alliez autonomie, curiosité d’esprit et rigueur technique. Votre aisance relationnelle vous permet de travailler en collaboration avec plusieurs services internes.  Vous parlez anglais, votre niveau est au minimum opérationnel.  Poste en CDI, basé à Bois Colombes, 80 avenue de l’Europe, 92270 Bois Colombes.  Gare SNCF Transilien Bécon les Bruyères ou bus 178 depuis la défense. Possibilité de télétravail. Aviva"
