Unnamed: 0,title,company,salary,summary
36,Conseiller commercial à distance F/H,Groupe Covéa,27 090 € par an,"Conseiller commercial à distance F/H    Prêt à vous lancer dans une aventure humaine unique ? Rejoignez l’équipe du centre de relation client basé en plein cœur du quartier des Brotteaux de Lyon ! Doté d’un sens commercial reconnu, vous serez le garant du développement du portefeuille et de la satisfaction des clients. Vous avez soif d’aventures, de réussites collectives et de nouveaux challenges. Vous voulez aussi intégrer un groupe en adéquation avec vos valeurs telles que la transparence, la bienveillance et l’exigence : MAAF est fait pour vous ! Nous recherchons nos futurs conseillers commerciaux à distance avec un engagement en CDI.  Votre défi : CONSEILLER, CONQUERIR, CONVAINCRE, REBONDIR & FIDELISER !  Votre mission ?  Accueillir au téléphone, conseiller, fidéliser, convaincre, vendre ! Vous commercialiserez une gamme diversifiée de produits et services d’assurances (auto, habitation, épargne- assurance vie, santé, prévoyance, crédit…), auprès de nos clients sociétaires et prospects (particuliers et/ou les professionnels). Vous trouverez du rythme dans vos activités, de la diversité dans les échanges et du challenge au quotidien !  Et concrètement ?  Accueillir les appels des sociétaires et prospects Détecter et comprendre les besoins, informer et apporter un conseil pertinent Analyser le risque assurable Proposer et vendre les produits adaptés à leurs profils et besoins (vente directe, prise de rendez-vous pour les conseillers des agences) Répondre aux demandes de devis et aux mails déposés sur internet par les clients et prospects  Conditions du poste :  Prise de poste le 07 Juin 2021. Horaires : 35h hebdomadaires sur une amplitude 8h30-20h du lundi au vendredi et 8h30-17h le samedi (avec une heure de coupure déjeuner). Votre rémunération est de 27 090 € bruts par an hors primes d’intéressement, de participation et de performance. Afin de vous accompagner dans votre intégration, vous bénéficierez d’une formation de plusieurs semaines à nos techniques commerciales, aux produits et à nos outils métiers.  Encore une hésitation sur les atouts de ce poste ?  Rejoindre une équipe dynamique de 12 collaborateurs sous la responsabilité de votre manager de proximité Contacts diversifiés Challenges quotidiens à relever Travail collectif / collaboratif Rôle clé dans le parcours du client   Et si c'était vous ?  Formation Bac+2 (Commerce/vente, Banque/Assurance,…) et/ou 1ère expérience commerciale Adaptabilité et réactivité Qualités d’écoute et sens du service client Sens commercial développé, force de conviction Esprit d’équipe La connaissance des produits d’assurance est un plus Aisance au téléphone et dans la manipulation des nouvelles technologies de communication (mail, chat...)    Envie de choisir votre avenir par passion ou par raison ? Et pourquoi pas les deux ? Covéa , c’est un groupe d’assurances puissant réunissant trois marques complémentaires (MAAF, MMA, GMF). C’est également 21 000 collaborateurs qui mettent en commun leur talent et leur enthousiasme pour accompagner nos clients sociétaires et construire le futur de l’assurance .  Alors, envie de construire le futur ? Rejoignez-nous. il y a 12 jours - Continuer pour postuler Signaler l'offre"
37,Conseiller/ère commercial/e Véhicule Neuf F/H,Recrutement Réseau Renault,,"Le sourire, c'est ce que notre Groupe s'engage à vous apporter. Il reflète notre état d’esprit, et totalement fidèle à la façon dont chacun d'entre nous exerce au quotidien son métier.  Le Groupe Thivolle, Distributeur Automobile de 7 marques, se déploie sur 22 sites répartis dans 3 départements : Rhône, Saône et Loire. A travers une large gamme de véhicules.  Nous accompagnons nos collaborateurs tout au long de leurs parcours professionnel en leur assurant une formation régulière pour maintenir un haut niveau de compétences. Nous apportons une attention particulière aux conditions de travail de nos équipes en leur offrant des lieux et des outils de travail de qualité, rénovés et /ou remplacés régulièrement.  L’implantation de nos concessions, à proximité des axes routiers, zones commerciales et/ou installations sportives, favorise l’équilibre entre vie professionnelle et vie personnelle.  L’engagement quotidien de nos collaborateurs peut être résumé comme suit :  Proche de nos clients, Accueillant, Chaleureux et avec le sens du service.  Le Groupe Thivolle, en quelques chiffres : Distributeur automobile depuis 1952 750 collaborateurs 432 millions de Chiffre d’Affaires 15 223 véhicules neufs et 10 046 véhicules d’occasions vendus en 2019 33ème place sur les 100 premiers groupes de distribution en France en CA 2019 (Cf le journal de l’automobile N 1287 juillet 2020) Ce qui nous définit : Proximité et professionnalisme dans le respect des collaborateurs et du client. Notre direction attache une importance particulière à venir rencontrer ses collaborateurs régulièrement. Nous sommes un groupe mais nous tenons à conserver un fonctionnement humain.  Ce qui nous valorise : Esprit d’équipe et Convivialité. Nous privilégions le travail en équipe, chacun apporte son savoir-faire. Le savoir être est un élément important pour s’intégrer à notre entreprise.  Ces forces nous ont permis d’atteindre la 33ème place du classement national des 100 groupes de distribution en termes de CA.  Alors, n’hésitez plus et rejoignez-nous !!!  Pour notre concession automobile de Chalon sur Saône  Conseiller/ère Commercial/e Véhicule Neuf F/H en CDI  Temps plein  Du lundi au samedi  Que ferez-vous ?  En lien direct avec le Chef des Ventes VN, vous participez activement au développement de notre implantation locale. En tant que Commercial, vous prospectez un portefeuille de clients professionnels et particuliers.  Avec enthousiasme et motivation, vous êtes force de proposition dans la mise en place des offres commerciales.  Vos missions : Développer les parts de marché et prospecter de nouveaux clients Proposer des véhicules neufs et des services associés financement et contrats de services Construire une relation commerciale et participer à la négociation avec les clients pour trouver un accord final sur le contenu afin de conclure la vente Assurer l’animation du showroom et du secteur attribué Avec évidemment : Participer à la stratégie de commercialisation Surveiller ce que fait la concurrence : assurer une veille sur le marché Mettre en avant physiquement et numériquement nos véhicules Et bien sûr : Tenir le planning Assurer la gestion administrative des dossiers de ventes Veiller à la satisfaction client Effectuer un reporting A travers ces missions, vous véhiculez l’image de notre groupe.  Plus qu’un parcours, c’est avant tout une personnalité que nous recherchons. Nous attachons une importance particulière à votre savoir-être, votre motivation et votre force de proposition. Vous aimez le goût du challenge. Vous souhaitez développer vos compétences commerciales.  Autonome, vous disposez de 3 ans d’expérience minimum dans le domaine de la grande distribution ou dans le domaine de la Banque/Assurance. Vous maîtrisez les outils informatiques et êtes doté(e) d’un fort sens du digital et numérique. Vous savez vous adapter aux contraintes environnementales et sociétales. Persuasif (ve), vous êtes à l’aise avec les techniques de négociation.  Vos compétences opérationnelles et organisationnelles associées à un excellent relationnel sont de véritables atouts pour assurer ce poste. Vous aimez le contact client et êtes un(e) excellent(e) communiquant(e) pour attirer le client. Autonome et dynamique, vous êtes force de proposition.  Package commercial : Fixe + variable avec des primes non plafonnées + véhicule de fonction + Tickets Restaurant+ CE  Vous possédez un tempérament commercial ? Vous aimez le travail en équipe et aimez le contact client ? il y a 23 jours - Continuer pour postuler Signaler l'offre"
38,CONSEILLER CLIENTÈLE ASSURANCES-(H/F),Société Générale,24 400 € - 27 400 € par an,"Vos missions au quotidien En intégrant notre groupe, vous partagerez des valeurs fortes : Engagement, Responsabilité, Innovation et Esprit d’équipe. Nous vous offrons également des opportunités de carrière au sein d’un groupe en pleine croissance. Vous rejoindrez une équipe jeune et dynamique de Conseillers Clientèle Assurances qui ont pour seul objectif la SATISFACTION CLIENT. Vos missions : Votre quotidien est d’accompagner les agences bancaires ainsi que nos clients : En répondant à leurs demandes (appels entrants et sortants, courriers, mails) En contribuant à la fidélisation et au développement de notre portefeuille clients En assurant des opérations de back office En traitant des réclamations Pour vous accompagner, vous bénéficierez d’un parcours d’intégration et de formation de 10 semaines à l’environnement assurance, à nos produits et à nos services, qui vous amènera progressivement à acquérir un niveau d’autonomie et d’expertise en assurance. Poste en CDI basé à Orléans Centre (5 min de la Gare). Salaire : 24 400,00€ à 27 400,00€ par an Autres Avantages : primes variables + plan Epargne Entreprise, Intéressement et/ou Participation. Vous avez également accès aux avantages sociaux tels que : CE, mutuelle, prévoyance, tickets restaurants. Vous disposez d’un planning annuel vous offrant une meilleure organisation personnelle : vous travaillez du lundi au vendredi ou du mardi au samedi (1 samedi sur 4). L’amplitude horaire est du lundi au vendredi de 8h30 à 18h30 et le samedi de 9h à 16h30. Et si c’était vous ? Vous êtes titulaire d’un Bac +2 minimum et avez une expérience réussie dans la relation client et/ou dans la banque/ assurance. Bac+4/5 avec un premier stage réussi? Vous pourrez vous épanouir également sur ce poste! Votre excellent relationnel, votre capacité d’écoute, votre aisance rédactionnelle, votre rigueur, votre sens de l’empathie, votre engagement et votre capacité d’adaptation sont de réels atouts au service de la satisfaction du client. Pourquoi nous choisir ? Au cœur de la stratégie de développement du groupe Société Générale, la mission de Société Générale Assurances est de protéger ses assurés et leurs biens, sur le long terme et à toutes les étapes de leur vie. Nous proposons une gamme complète de produits et de services répondant aux besoins de la clientèle de particuliers, de professionnels et d’entreprises, en matière d’assurance vie épargne, d’épargne retraite, et de protection des personnes et des biens. Nous nous engageons à promouvoir la responsabilité sociale et environnementale dans le cadre de notre activité : en tant qu’employeur responsable pour nos 3000 collaborateurs en France et dans 9 pays à l’international, en tant qu’assureur responsable auprès de nos 14 millions de clients et en tant qu’investisseur responsable et acteur de l’économie réelle. Que vous nous rejoigniez pour quelques mois, quelques années ou toute votre carrière, ensemble nous avons les moyens d’avoir un impact positif sur l’avenir. Créer, innover et entreprendre font partie de notre ADN. L’intégration de nos collaborateurs ainsi que le développement de leurs compétences est au cœur de nos préoccupations. Avec les managers et les correspondants RH, nous proposons un accompagnement de proximité pour le développement de chacun. Des programmes de formation et d’apprentissage riches et variés sont proposés et des moments d’échange avec le management sont organisés pour présenter la stratégie, les projets clés et fédérer les collaborateurs autour de notre ambition. Nous sommes un employeur garantissant l'égalité des chances et nous sommes fiers de faire de la diversité une force pour notre entreprise. Le groupe s’engage à reconnaître et à promouvoir tous les talents, quels que soient leurs croyances, âge, handicap, parentalité, origine ethnique, nationalité, identité sexuelle ou de genre, orientation sexuelle, appartenance à une organisation politique, religieuse, syndicale ou à une minorité, ou toute autre caractéristique qui pourrait faire l’objet d’une discrimination. Référence: 21000D0P Entité: Société Générale Assurances Date de début: 17/05/2021 Date de publication: 21/04/2021 Societe Generale Publiée à l'instant - Continuer pour postuler Signaler l'offre"
39,Chargé(e) d’analyse réglementaire Expérimenté(e)– Banque @Pw...,PwC,,"Line of Service Assurance Industry/Sector Not Applicable Specialism Assurance Management Level Senior Associate Job Description & Summary Vous souhaitez rejoindre une structure où vous pourrez voir de nombreuses problématiques dans une même année et travailler dans une ambiance de travail conviviale et stimulante ?  Au sein de PwC France, le Centre of Excellence est une équipe composée d'experts en réglementation du secteur financier. Le CoE est organisé autour de 2 thématiques : la banque et l'assurance. Son objectif est d’alerter et d’accompagner les équipes PwC sur les évolutions réglementaires ainsi que répondre aux sollicitations des clients externes sur des demandes ad hoc.  Rejoins nos équipes et vis la « PwC expérience » ! Ce que vous pouvez attendre de la mission : Très sollicitées en raison de l’évolution continue du cadre réglementaire applicable aux institutions financières, les missions des équipes du CoE sont très diverses : Veille réglementaire au niveau international, européen et national ; Production d’analyses dans le cadre de la mise en place de normes nouvelles dans les domaines du prudentiel, de la conformité, de la protection des consommateurs et de la finance durable notamment ; Assistance et accompagnement stratégique sur des sujets liés à la réglementation ; Production de lettres d'actualité réglementaire Banque et Assurance ; Poste très transversal, vous travaillerez en collaboration avec : les membres du CoE les autres départements de PwC qui interviennent également auprès d’acteurs bancaires : Audit, Conseil, Actuariat… Ce poste vous permettra d’avoir une vue transversale et détaillée des réglementations applicables aux secteur bancaire, des contraintes qu’elles doivent respecter et des impacts potentiels qu’elles peuvent avoir sur leurs business-models. Tout ceci, dans un contexte où la régulation est actuellement au centre des réflexions stratégiques des banques. Au sein de notre département : Vous participerez à l'élaboration de la veille réglementaire et contribuerez à identifier les impacts potentiels de ces nouvelles mesures sur les activités de nos clients ; Vous participerez à l'élaboration de la lettre d’'actualité réglementaire banque et contribueras à animer le comité éditorial ; Vous réaliserez des synthèses et des études d’impacts sur de nombreux sujets d’actualité (Bâle IV, CRD V, CRR II, conformité, finance durable…) ; Vous apporterez un appui réglementaire et juridique aux différents départements de PwC et à nos clients externes ; Vous serez directement rattaché(e) à la Directrice du Centre of Excellence Banque. Ce que nous attendons de vous : Titulaire d’un 3ème cycle spécialisé en droit bancaire ou conformité ou banque & finance ou encore en sciences politiques ou issu (e) d’une école de commerce ; Expérience de 2 à 4 ans dans un département juridique ou conformité, audit, contrôle interne ou gestion des risques d’une banque ; Connaissances en réglementation et expérience concrète sur des sujets réglementaires ; Excellentes compétences rédactionnelles ; Niveau d'anglais courant, la majeure partie des textes à analyser étant en anglais ; Mots clés : règlementation, conformité, gestion des risques, banque, finance Rejoignez-nous ! Education (if blank, degree and/or field of study not specified) Degrees/Field of Study required: Degrees/Field of Study preferred: Certifications (if blank, certifications not specified) Desired Languages (If blank, desired languages not specified) Travel Requirements Not Specified Available for Work Visa Sponsorship? Yes Government Clearance Required? No Job Posting End Date Il y a plus de 30 jours - Continuer pour postuler Signaler l'offre"
40,Conseiller en clientèle F/H,Groupe Covéa,,"Conseiller en clientèle F/H    Rejoignez une équipe de 3 collaborateurs au sein de l’agence MAAF de Compiègne, et participez au développement du portefeuille clients et de l’entreprise au service de la satisfaction des clients et de la réussite de l’équipe.  Votre mission ? Conseiller, conquérir, fidéliser, convaincre ! Interlocuteur et garant de la satisfaction des clients et prospects, vous gérez un portefeuille de clientèle à qui vous proposez et vendez des services et contrats d'assurances (habitation, automobile, santé, épargne/assurance-vie, crédit ...). Vous trouverez du rythme dans vos activités, de la diversité dans les échanges et du challenge au quotidien !  Et concrètement ?  Vente de contrats auprès des clients et prospects particuliers et professionnels Accueillir, contacter les clients sociétaires et prospects Comprendre et cerner leurs besoins Analyser le risque assurable Proposer et vendre les contrats adaptés aux prospects et clients Participer aux opérations commerciales de promotion et de prospection  Gestion du portefeuille de l'agence Réviser régulièrement les contrats Adapter le tarif et les garanties aux évolutions du risque  Coopération et travail en réseaux Favoriser la relation avec vos collègues et autres interlocuteurs Assurer la remontée de l'information sur le marché et la concurrence vers les unités marketing et techniques  Afin de vous accompagner dans votre intégration, vous bénéficierez d’une formation de plusieurs semaines à nos techniques commerciales, aux produits et à nos outils métiers.  Covéa s’attache à offrir des parcours professionnels diversifiés.    Encore une hésitation sur les atouts de ce poste ?  Contacts diversifiés Challenges au quotidien Travail collectif / collaboratif Rôle clé dans le parcours du client   Et si c'était vous ?  Formation supérieure (Commerce/vente, Banque/Assurance…) et/ou 1ère expérience en vente Coopérer en participant aux travaux d’un collectif S’adapter en situation de changement Analyser des situations dans un contexte habituel Argumenter et négocier en adaptant son argumentation et en étant force de conviction Décider en choisissant parmi les solutions existantes S’engager au service du client en personnalisant et construisant dans la durée sa relation client Capacité à transformation en opportunités commerciales les contacts avec un client, un apporteur ou un prospect    Envie de choisir votre avenir par passion ou par raison ? Et pourquoi pas les deux ? Covéa , c’est un groupe d’assurances puissant réunissant trois marques complémentaires (MAAF, MMA, GMF). C’est également 21 000 collaborateurs qui mettent en commun leur talent et leur enthousiasme pour accompagner nos clients sociétaires et construire le futur de l’assurance .  Alors, envie de construire le futur ? Rejoignez-nous. Publiée à l'instant - Continuer pour postuler Signaler l'offre"
41,Conseiller.e Bancaire H/F - Genas (69),Crédit Agricole Caisses Régionales,,"Métier Banque – Marché des particuliers Titre du poste Conseiller.e Bancaire H/F - Genas (69) Description du poste Venez participer au développement de votre future Entreprise ! Au sein d'une équipe commerciale, vous accueillerez nos clients et répondrez à leurs sollicitations sur leurs opérations de Banque au Quotidien. Vous assurerez un rôle de conseil en matière d'assurances dommages et de prévoyance.Vous participerez à l'animation de la relation client et serez en appui des conseillers spécialisés. Votre adaptation et votre intégration seront favorisées par des formations vous permettant d'évoluer vers des métiers d'expertise et/ou de management.   Vos activités principales : Accueillir les clients & prospects qui circulent dans l'espace commercial, Diagnostiquer les besoins et conseiller les clients/prospects sur des offres et solutions assurances dommage et prévoyance, Organiser et gérer l'espace commercial (CLV/PLV), Développer l'activité commerciale dans le souci de la qualité du conseil et du service, Commercialiser l'ensemble des offres de votre activité et orienter les clients vers le conseiller spécialisé pour les autres domaines de besoin, Animer la relation client en mode Multi canal, promouvoir les solutions technologiques et accompagne les clients/prospects dans le parcours digital, Assurer le SAV (demande d'informations, traitement des réclamations) dans le respect des engagements RC 2.0, Contribuer à la gestion des risques d'un portefeuille collectif ,   Pour postuler, créez votre profil sur notre espace de recrutement et n'oubliez pas de joindre votre CV et votre lettre de motivation. Profil vous possédez un BAC+3 ou un BAC+2 avec expérience commerciale, vous avez une aisance relationnelle : empathie, écoute, sens de la communication, vous êtes animé par la culture du résultat, vous avez un sens prononcé du service client, vous possédez une force de propositions pour construire des actions commerciales, vous êtes rigoureux, organisé et avez une bonne connaissance des outils digitaux, vous aimez le travail en équipe. Contrat CDD Statut Non cadre Localisation du poste Localisation du poste Auvergne-Rhône-Alpes, Rhône (69) Lieu de travail Genas Critères candidat Niveau d'études min. requis Bac+3 Demandeur Date limite de candidature 07/06/2021 Date de fin de publication 07/06/2021 il y a 14 jours - Continuer pour postuler Signaler l'offre"
42,ALTERNANCE Dépt 47 : Licence Pro Banque 2021/2022 H/F,Crédit Agricole d'Aquitaine,,"Le Crédit Agricole Aquitaine recherche des candidats souhaitant intégrer en septembre prochain la LICENCE PROFESSIONNELLE BANQUE ASSURANCE FINANCE Votre mission durant cette année d'alternance : Au sein de l'équipe commerciale, vous accueillez et conseillez nos clients tout en assurant la promotion et la vente de produits et de services. Vous détectez les opportunités commerciales et optimiser la gestion de la relation avec la clientèle. Au cours de cette année, vous pourrez découvrir l'univers bancaire : la relation client, l'offre de banque au quotidien, les risques liés à l'activité bancaire, le travail en équipe… L'année se déroulera en alternance avec des périodes : - En centre de formation (enseignement général et spécialisé, négociation commerciale, droit et analyse financière, segmentation des marchés...), - Et dans une agence du Crédit Agricole d'Aquitaine sur le département du Lot et Garonne (secteur Agenais, secteur Marmandais, secteur Villeuneuvois, secteur Néracais) Votre réussite dans cette année d'alternance vous ouvrira de réelles perspectives d'évolution au sein du Crédit Agricole Aquitaine. Profil Pour postuler, vous devez: - Être titulaire d'un diplôme de niveau Bac+2 (ou l'obtenir avant Juillet 2021). - Avoir des qualités commerciales, le sens du service client, l'esprit d'équipe… - Votre dossier sera étudié et validé par le CFA et l'IUT partenaire (Gradignan) et/ou l'IUT de GACO - Poste ouvert à tous, adaptation possible en cas de handicap. Date de début prévue : 01/09/2021 Type d'emploi : Temps plein, Apprentissage Avantages : Participation au Transport RTT Titre-restaurant Horaires : Travail en journée Rémunération supplémentaire : 13ème Mois Télétravail: Non Précautions contre le COVID-19: Processus de recrutement à distance Consignes de distanciation sociale il y a 5 jours Signaler l'offre"
43,Project Management Officer (PMO) H/F,Mutex,,"Accueil Rejoignez-nous Nos offres d’emploi Project Management Officer (PMO) H/F 21/04/2021 Project Management Officer (PMO) H/F CDI - Châtillon, Ile-de-France Partager cette offre Partager sur Linkedin Partager sur Twitter Partager sur Facebook Partager sur Viadeo Partager par email Description du poste Description de l'offre: Au sein du Département Transformation de la Direction Relations Humaines et Transformation, vos missions seront les suivantes : Pilotage du plan de transformation de Mutex : > Suivi du budget, charges internes et externes des projets, réalisation des reportings> Mise en place d'un processus pérenne de remontées d'information par les projets (sponsor et chefs de projet)> Préparation des instances de pilotage du plan de transformation> Préparation des arbitrages : identification des dérives et nouvelles demandes, préparation des justifications / décisions, déclinaison des arbitrages dans le budget projet> Planification budgétaire N+1 en accord avec les priorités de l'entreprise : atterrissages années N, scenarii de priorisation, contrôles de capacité à faire, déclinaisons budgétaire> Analyse de la répartition des investissements : alignement avec les priorités de Mutex, dépenses par axe de transformation, etc.> Analyses ponctuelles Gestion du référentiel projets : > Evolutions et mises à jour du référentiel des fiches projet, en lien avec les sponsors et les chefs de projet : objectifs, descriptifs, livrables, planification projets, charges estimées, ROI.> Mise en place et maintien périodique d'une macro-planification du plan de transformation Pilotage des ROI des projets :> Normalisation des calculs de ROI, en partenariat avec le contrôle de gestion> Construction et Mise à jour des ROI sur les projets du plan de transformation> Bilans économiques des projets Profil souhaité: Vous êtes titulaire d'une formation initiale en Ecole de commerce, Ecole de management et vous avez au minimum 5 ans d'expérience en pilotage de projet, expérience idéalement acquise dans le secteur banque/assurance. Compétences et connaissances requises : maîtrise en matière de gestion de portefeuille de projet et de conduite du changement, maîtrise d'Excel et de PowerPoint.Votre rigueur et votre relationnel vous sont reconnus et vous avez un réel intérêt pour les logiques de transformation. Nos avantages: La souplesse d’un assureur à taille humaine alliée à la force du Groupe VYV (1er groupe mutualiste français comptant 40 000 collaborateurs) De multiples perspectives d’évolution au sein de Mutex et du Groupe VYV Un environnement de travail épanouissant : des locaux modernes et collaboratifs, des horaires souples et la possibilité de faire du télétravail Des formations régulières pour développer vos compétences et votre employabilité (a minima 3 jours de formation par an et par collaborateur) Des avantages sociaux significatifs (PEE, CET, intéressement, retraite complémentaire via l’article 83…) Notre offre est à pourvoir dès que possible. Type et durée de contrat / statut : CDI, cadre Ce poste est basé à Châtillon (92). Les locaux sont en flex office et faciles d’accès en transport en commun. Sur place, sont également disponibles un parking et un restaurant d’entreprise. Ce poste est ouvert aux personnes en situation de handicap. Contact RH : Kathy CAPLET, Chargée de Recrutement Le poste vous intéresse ? Candidatez dès maintenant ! Je postule à ce poste Nos autres offres 12/04/2021 Chargé de Communication Interne (ALTERNANCE) H/F CDI - Châtillon, Ile-de-France Description de l'offre:Rattaché(e) au Responsable Transformation au sein de la Direction Relations Humaines et Transformation, et en tant que Chargé de Communication Interne H/F, vous interviend… Découvrir cette offre il y a 2 jours - Continuer pour postuler Signaler l'offre"
44,Conseiller en patrimoine H/F,LCL,,"Type de métier Types de métiers Crédit Agricole S.A. - Commercial / Relations Clients Intitulé du poste Conseiller en patrimoine H/F Type de contrat CDI Date prévue de prise de fonction 03/05/2021 Poste avec management Non Missions LCL Banque Privée est l'une des toutes premières Banque Privée en France, par le nombre de ses clients et le montant de leurs encours. Acteur de la gestion de patrimoine dès 1952, l'établissement est particulièrement renommé pour la compétence de ses collaborateurs et la qualité de son offre de produits et services. LCL Banque Privée a pour priorité affirmée la satisfaction de ses clients et s'engage résolument dans un modèle de banque privée digital et relationnel.  En tant que Conseiller en Patrimoine, vous accompagnez les clients du pôle LCL Banque Privée en vous positionnant en tant que véritable partenaire. Vous les aidez à définir une stratégie sur l'ensemble de leurs avoirs en tenant compte de la fiscalité et des contraintes juridiques de chaque investissement. Vous pouvez conseiller différents types de placements : valeurs mobilières, titres, immobilier,…, et commercialisez les produits de la gamme LCL (assurances, assurance-vie, OPC, FCP, etc.), en prenant en compte la politique de risques ainsi que les règles de conformité et de déontologie.  A ce titre, vous êtes amené à : Analyser la situation des clients en établissant un bilan patrimonial, Orienter vos clients dans la gestion de leur patrimoine et les conseiller sur les placements et investissements, en tenant compte de leur situation, de leurs besoins et des contraintes juridiques et fiscales, Maintenir avec vos clients une relation de confiance en assurant un suivi régulier dans la relation commerciale, Négocier les marges et droits d'entrée en cohérence avec la réalité du marché, Vous assurer de la qualité des services proposés et de leur adéquation avec la réglementation en vigueur, Effectuer régulièrement une veille économique et financière.  Vous intégrez une équipe composée de Conseillers en Patrimoine (segment haut de gamme), de Conseillers Banque Privée (segment très haut de gamme) et de Gestionnaires de Clientèle, Banque Privée, et rattachée à l'un des 41 pôles LCL Banque Privée. Vous bénéficiez de l'appui de spécialistes (Gestionnaires de Portefeuilles, Juristes Fiscalistes, Ingénieurs en Financements Patrimoniaux) et travaillez en synergie avec d'autres entités du Groupe Crédit Agricole S.A. telles que Crédit Agricole CIB, Predica ou Amundi.  Tous nos postes sont ouverts aux personnes en situation de handicap. Localisation du poste Zone géographique Europe, France, Auvergne-Rhône-Alpes, 69 - Rhône Ville LYON et sa périphérie Critères candidat Niveau d'études minimum Bac + 5 / M2 et plus Formation / Spécialisation Formation : Ecole Supérieure de Commerce / IAE / Université Spécialisation : Gestion de patrimoine Niveau d'expérience minimum 3 - 5 ans Expérience Vous devez justifier d'une expérience d'au moins trois ans en gestion de Patrimoine et d'une expertise en finance et en fiscalité. Compétences recherchées réelles qualités relationnelles appétences commerciales aptitude à la négociation sens de l'objectif et du résultat capacité à travailler en équipe autonomie grande adaptabilité.  Vous maîtrisez les logiciels patrimoniaux (Big Harvest) et les outils bureautiques. il y a 14 jours - Continuer pour postuler Signaler l'offre"
45,Conseiller Premium Saint Augustin (H/F),HSBC,,"ENVIRONNEMENT Récompensée « Euromoney Award for Global Excellence in Leadership » en 2020, HSBC regroupe l’expertise de près de 233 000 collaborateurs dans le monde et dispose d’environ 3 800 implantations avec une présence dans 64 pays et territoires. HSBC en France, représente 10 000 collaborateurs.  HSBC en France offre à ses clients particuliers et professionnels un accompagnement personnalisé, ainsi qu’une approche patrimoniale et globale tout en s’appuyant sur les atouts du Groupe HSBC et sur des propositions commerciales innovantes. L'accès au poste est subordonné à une clause de mobilité et a une clause de non concurrence. Votre candidature à ce poste induit que vous en acceptez le principe. Cette offre ne vous correspond pas ? Testez votre CV sur notre outil de matching sur hsbc.jobijoba.io et découvrez toutes les opportunités adaptées à votre profil. MISSION Dans le cadre des objectifs fixés, le Conseiller Premium est responsable de la performance de son portefeuille et doit : ➢ Gérer, fidéliser et développer les relations commerciales avec une clientèle à fort potentiel de développement (clientèle qui n’a pas encore de besoins poussés en gestion de patrimoine et qui présente un enjeu d’équipement et de principalisation); ➢ Instaurer des relations de confiance et devenir leur conseiller avis : Par un conseil permettant de faire fructifier le patrimoine des clients Par la vente des produits et services adaptés à leurs besoins : placements, protection, crédits, banque au quotidien Par l’analyse régulière des portefeuilles, il doit vérifier que les solutions sont toujours adaptées et détecter les opportunités d’investissement Maintenir les critères d’éligibilité des clients du portefeuille ➢ Conquérir de nouveaux clients sur le portefeuille confié ➢ Atteindre les objectifs fixés (financiers et non financiers) en optimisant le développement du portefeuille avec le souci de la satisfaction clients, de l’efficacité commerciale, de la rentabilité, de la qualité des opérations et des risques, du respect des règles de conformité, de la responsabilité sociale et économique de la banque comme du strict respect des Règles Transfrontalières inhérentes à la clientèle internationale dite sensible, du suivi des formations dédiées et de l’utilisation des supports spécifiques d’aide à la vente Conditions d’exercice réglementaires : Certification AMF / Habilitation Assurance Carte assurance Certification interne AML Qualifications QUALIFICATIONS – Doté(e) d’un tempérament dynamique, vous avez un sens commercial fort et veillez à assurer un service de qualité auprès de vos clients, dans le respect des standards de conformité HSBC. Vous savez convaincre vos interlocuteurs dans une démarche de conseil personnalisé. – Organisé(e), autonome et rigoureux(se), vous êtes attaché(e) à construire des relations durables de confiance avec vos clients en répondant à leurs besoins. – Vous savez travailler en équipe.  – Vous maîtrisez les concepts essentiels nécessaires à la gestion d’un patrimoine particulier et professionnel (régimes matrimoniaux, donations, successions, assurance-vie, démembrement, protection et transmission du dirigeant …) ainsi que les fondamentaux de la fiscalité – L’anglais est un plus il y a 11 jours - Continuer pour postuler Signaler l'offre"
