,title,description
477,Assistant Back Office H/F (CDD) - Voglans (73),"RESPONSABILITÉS Rattaché au responsable Back-Office votre mission est d'assurer le suivi Back Office de notre activité Maintenance sur la région Sud-Est.  Pour cela, vous assurez la gestion et le suivi administratif des dossiers maintenance de la région, le traitement des appels clients et le suivi de l'intervention dans un objectif de qualité (service, coût, délai). Vous avez le rôle d'interface entre les différents intervenants (clients, membres de l'agence). Vos activités principales sont :   - Réceptionner les appels téléphoniques et renseigner les clients selon leur demande  - Enregistrer les commandes clients  - Traiter les données dans notre logiciel avant la facturation  - Contrôler le suivi administratif des comptes clients (avoirs, encours)  - Relancer les clients (factures et devis)  - Traiter et archiver la documentation inhérente aux interventions maintenance PROFIL RECHERCHÉ De niveau Bac à Bac +2,vous avez le sens du service, un bon relationnel et maîtrisez les outils informatiques. Vous êtes autonome, organisé avec une bonne expression écrite et orale.  La maîtrise de l'approche technique des interventions et travaux du métier de technicien de maintenance constitue un plus. ces valeurs et sur un dialogue social construit au quotidien.  Poste à pourvoir dans le cadre d'un CDD jusqu'au 24 janvier 2022  Venez rejoindre une entreprise jeune et dynamique, vous êtes peut-être celui ou celle que nous attendons !"
478,Téleconseiller H/F en retraite,"VIVETIC GROUP, 2 000 collaborateurs, Acteur historique de l'externalisation en France et dans l'Océan Indien, intervient sur toute la chaîne de valeur pour accompagner les entreprises dans l'optimisation de leur processus métier (BPO) et la gestion de leur Relation Client.  Dans le cadre d'un accroissement de notre activité, nous recherchons plusieurs Conseillers(ères) à distance en retraite complémentaire pour notre centre de Relation Client basé à Toulouse (31100).  Par la qualité de votre discours téléphonique et votre sens du service client, vous :   * Assurez la relation client à distance en prenant en charge et en accompagnant les clients dans leurs démarches (réception d'appels entrants) ;  * Analysez le dossier client et répondez aux demandes de renseignements divers.  Votre profil :   * Vous avez un réel sens de l'écoute, de l'empathie et une facilité à gérer les réclamations ;  * Vous possédez une excellente expression orale et écrite ;  * Très orienté service, votre capacité d'analyse et votre réactivité, alliée à une parfaite aisance rédactionnelle et une bonne maîtrise des outils informatiques seront les atouts indispensables pour réussir votre mission et atteindre vos objectifs.  Vous vous reconnaissez ? Rejoignez notre équipe en nous transmettant votre CV et lettre de motivation.  Conditions du poste :   * Salaire fixe brut de 1554.58€ € + primes de performances individuelles et collectives  * Tickets restaurants à partir de 3 mois d'ancienneté  * Prise en charge titre transport à hauteur de 50 %  * Avantages CE  * Challenges et animations organisés tout au long de l'année  * CDI à pourvoir le 17/05/2021 au plus tard  * Amplitudes horaires : du lundi au vendredi de 8h30 à 18h00  * Formation de 10 jours prévue  Date de début prévue : 17/05/2021  Type d'emploi : Temps plein, CDI  Salaire : à partir de 1 554,58€ par mois  Avantages :  * Participation au Transport  * Titre-restaurant  Horaires :  * Du Lundi au Vendredi  * Périodes de Travail de 8 Heures  Rémunération supplémentaire :  * Primes  Télétravail:  * Non"
479,Technicien / Technicienne de gestion électronique de docume (H/F),"CONTRAT DE TRAVAIL D'UNE DURÉE DE 4 MOIS - (JUIN-JUILLET-AOUT-SEPTEMBRE). Réaliser le traitement de l'ensemble du flux de courrier papier et  documents numérisés entrants de l'établissement.  - Placé sous l'autorité du chef de bureau - Exerce son activité au sein d'une équipe - Interlocuteurs internes : ensemble des agents de l'établissement - Interlocuteurs externes : fournisseurs, prestataires SAV -Traiter, ventiler et conditionner les documents papier. -Préparer, numériser et indexer les documents papier. -Intégrer en GED les flux dématérialisés. -Réaliser la gestion des corbeilles GED. -Archiver les documents numérisés. -Assurer le SAV de niveau 1, le réglage des machines et la gestion des stocks. -Réaliser la saisie des tableaux de suivi de l'activité. -Mettre à disposition les documents et assurer le relationnel avec les services métiers.  Pour candidater CV+LM"
480,Assistant contrôle de gestion et marchés (F/H) (H/F),"Nous recherchons pour notre client, un acteur du logement social, son Assistant contrôle de gestion et Marché F/H en CDD dans le cadre d'un remplacement congé maternité Tout d'abord, vous êtes en charge des budgets.  A ce titre, vous assurez le suivi des engagements budgétaires et coordonnez les transferts de lignes budgétaires. Vous préparez les dossiers de clôtures des opérations.  Ensuite, vous êtes en charge des Marchés des pôles de la direction du patrimoine.  Vous préparez les dossiers marchés, suivez les signatures, veillez au respect des délais de notification. Vous préparez les documents contractuels.  Vous rédigez et participez à la rédaction des modes opératoires des marchés et sous-traitants. Vous pilotez la préparation des bordereaux de prix des marchés à bons de commande avec les autres services supports du siège avant intégration dans l'outil. Vous les saisissez et vous êtes le garant de la saisie des marchés de travaux et avenants ainsi que de la mise à jour des opérations dans l'outil de gestion.  Enfin, vous coordonnées les dossiers de financement des opérations de travaux finançables. Vous assurez l'interface entre le pôle travaux et le pôle financement . Vous pilotez le montage des certificats d'économie d'énergie. Titulaire d'un BTS Comptabilité ou équivalent, vous avez au moins 3 ans d'expériences sur la partie budgétaire et vous avez déjà travaillé sur les Appels d'offres et Marchés, idéalement dans le secteur immobilier.  Autonome, rigoureux, organisé avec un bon relationnel et esprit d'équipe, vous avez par ailleurs des connaissances juridiques notamment sur la règlementation des marchés.  Vous maitrise le pack office et vous êtes à l'aise dans la rédaction de documents."
481,Comptable Agent administratif (H/F),"- Assurer la tenue de la comptabilité générale, budgétaire et analytique de l'organisme. - Contrôler et exécuter des vérifications comptables afin de vérifier la bonne utilisation des fonds versés à des tiers. - Effectuer les paiements et/ ou les encaissements. - Effectuer diverses saisies sur les bases de données de l'Assurance Maladie. - Assurer le suivi de la gestion des biens et de l'inventaire."
482,Routeur CAO électronique H/F,"L'entreprise :   L'entreprise est un bureau d'e¿tude devenu en 17 ans un expert dans l'e¿tude et la conception de solutions de vision optronique sur mesure dans de multiples secteurs d'activite¿ (de¿fense, ae¿ronautique, se¿curite¿, transports, sport, cine¿ma, me¿dical).  Pour accompagner la croissance de l'entreprise, l'entreprise recherche un routeur CAO e¿lectronique. Rigoureux, dote¿ d'une forte sensibilite¿ technique et anime¿ par le gou¿t d'entreprendre, vous serez se¿duit par une e¿quipe a¿ taille humaine et des projets stimulants et innovants.  Vos missions seront les suivantes : - Routage de cartes e¿lectroniques (CAO) de technologie multicouche jusqu'au HDI en prenant en compte les aspects thermique, me¿canique, d'inte¿grite¿ de signal et de CEM tout en respectant la faisabilite¿ et la testabilite¿ de la carte.- Re¿alisation des dossiers de fabrication des circuits imprime¿s (DFM) et d'assemblage des cartes e¿lectroniques (DFA).- Suivi de la sous-traitance du prototypage a¿ la petite se¿rie.  - Passionne¿(e) par l'e¿lectronique, vous e¿tes notamment expe¿rimente¿(e) en routage de cartes e¿lectroniques complexes, avec un mix de signaux analogiques et nume¿riques rapides (DDR4, Gbps...). La connaissance du routage de cartes hyperfre¿quence serait un plus.  Vous garantissez e¿galement les cou¿ts et les de¿lais, et prenez en charge la gestion des dossiers de de¿finition.Etant a¿ la croise¿e des me¿tiers contribuant a¿ l'e¿laboration des produits, vous e¿tes reconnu(e) pour votre rigueur et votre relationnel pour travailler avec les me¿tiers en interface ainsi que pour vos envies d'apprendre et d'innover.  Expérience & Compétences techniques :   * BAC+2 / BAC+3 en e¿lectronique minimum  * Vous be¿ne¿ficiez d'une expe¿rience confirme¿e dans la conception de circuits imprime¿s et en routage de cartes e¿lectroniques.  * Electronique, me¿canique  * Inte¿grite¿ du signal, CEM  * CAO e¿lectronique : Altium de pre¿fe¿rence  * Norme : IPC  * Langues : Franc¿ais, Anglais technique  Personnalité :   * Passionne¿ par les nouvelles technologies  * Attire¿ par l'ide¿e de participer au de¿veloppement d'une entreprise a¿ la pointe de l'innovation dans le domaine de l'e¿lectronique, l'optronique, le traitement et l'analyse d'image  * Pre¿t a¿ relever de multiples challenges techniques  Type d'emploi : Temps plein, CDI  Salaire : 30 000,00€ à 45 000,00€ par an  Horaires :  * Travail en journée  Précautions contre le COVID-19:  * Processus de recrutement à distance  * Entretiens virtuels"
483,Assistant Commercial Middle Office (H/F),"Arcade Tertiaire, groupe ID SEARCH, est spécialisée dans le recrutement de personnel cadre et non cadre sur des contrats en CDI, CDD ou mission d'intérim. Présent depuis 15 ans sur le marché du recrutement, notre équipe est experte sur les métiers de l'Assistanat, des Ressources Humaines et du Juridique. Nos collaborateurs mettent tout en œuvre pour évaluer avec pertinence les compétences et aptitudes recherchées.  Société à taille humaine, Arcade valorise une relation de proximité, d'écoute et d'accompagnement avec ses candidats.  Notre client est une société mondiale de financement de fournisseurs et recherche dans le cadre d'un CDI :  1 Assistant(e) commercial(e) Middle Office Leasing (H/F)  Lieu : La Défense (92)  Rémunération : 28 000 / 34 000€ Brut annuel  Rattaché(e) au Sales Support Manager et en liaison directe avec les forces commerciales de la BU, vous prendrez en charge la production et la mise en place de dossiers de financement et serez l'interlocuteur privilégié des clients et des partenaires.  Vos principales missions seront de :  - Assister les forces commerciales dans la vente des produits financiers locatifs et les solutions de financement.  - Enregistrer les dossiers dans le CRM.  - Relancer les partenaires et assurer le suivi des éléments des contrats de financement (pièces constitutives du dossier).  - Préparer les dossiers pour leur mise en place.  - Contrôler, enregistrer les dossiers dans le système informatique et les transmettre aux gestionnaires de contrats.  - Assurer le suivi de tableaux de bord et outils de reporting.  Profil :  Vous êtes diplômé(e) d'une formation supérieure (Bac + 2/3) dans le domaine de la gestion administrative/commerciale et disposez, idéalement, d'une première expérience à un poste similaire.  Vous êtes dynamique, autonome, organisé(e) et savez gérer les priorités. Vous disposez d'une bonne aisance téléphonique et relationnelle. Vous savez faire preuve de rigueur, de réactivité, d'analyse et aimez travailler en équipe.  Vous avez une bonne connaissance du leasing : produits financiers, structures juridiques des contrats, calculs financiers.  Vous avez un bon niveau d'anglais et maîtrisez le Pack Office.  Type d'emploi : Temps plein, CDI  Salaire : 28 000,00€ à 34 000,00€ par an  Horaires :  * Du Lundi au Vendredi  Précautions contre le COVID-19:  * Processus de recrutement à distance  * Équipement de protection individuel fourni ou requis  * Consignes de distanciation sociale  * Entretiens virtuels  * Procédures renforcées de désinfection et de nettoyage"
484,Technicien / Technicienne de gestion électronique de documents -GED- (H/F),"Mise en place des dispositions de gestion documentaire des projets Elaboration des outils de gestion documentaire du projet Sensibilisation et assistance des acteurs des projets à la gestion documentaire des projets et aux outils associés Gestion du référentiel documentaire du projet : enregistrement sur la GED, de la documentation entrante et sortante, numérisation, mise à jour des coordonnées des contacts de la GED en cas d'évolutions, réalisation des reprographies Structuration et utilisation de la GED des projets Emission et diffusion physique et informatique des documents, classement, archivage physique et informatique Travail de finalisation des documents sortants produits par les équipes Activité courante de frappe et de mise en page sous word Gestion des évolutions du plan de classement     De profil BAC+2, vous justifiez d'une expérience de 4 à 5 ans sur un poste similaire."
485,INTERIM 31 (H/F),RESPONSABILITÉS En lien avec le service commercial de l'entreprise vous serez amené à :   - Assister les équipes commerciales  - Traiter la facturation   - Gérer des réservations pour les déplacements des collaborateurs   - Gérer du courrier  - Recevoir les appels entrant   - Emettre des appels d'offre PROFIL RECHERCHÉ Ce poste est fait pour vous si :   - Vous êtes à l'aise avec les outils informatiques   - Possédez une aisance relationnelle   - Vous êtes apte à faire preuve de polyvalence
486,Agent Administratif et Instructeur H/F,"Agent administratif instructeur pour du contrôle de dossier lié à des aides Eco énergie. Sous la responsabilité du responsable du service, vos principales missions seront :   - Traitement de dossiers : validation des dossiers online, contrôle des pièces justificatives, suivi des dossiers incomplets.  - Traitement des demandes clients : prise en charge et traitement des mails ainsi que des appels téléphoniques.  Profil souhaité :  -Bac +2 ou expérience professionnelle équivalente ; -Rigueur et sérieux dans le traitement de l'activité, à l'aise avec différents types de documents administratifs (K-BIS, RIB, avis d'imposition, devis, factures) ainsi qu'avec les textes de règlementation ; -Bonne expression à l'écrit et à l'oral ; -Maitrise de l'outil informatique et des règles de gestion d'appels ; -Polyvalence et grande capacité d'adaptation ; -Sens des responsabilités et du respect des procédures ; -Goût du travail en équipe."
487,Agent Administratif et Instructeur (H/F),"Le dispositif Eco-chèque est une aide régionale pour la réalisation de travaux d'économie  d'énergie dédiée aux propriétaires occupants et aux propriétaires bailleurs résidants de la  région Occitanie. L'éco-chèque leur permet d'économiser de 1 000 à 1 500€ s'ils réalisent des  travaux visant une économie d'énergie d'au moins 25%, réalisés par un professionnel  partenaire du dispositif et certifié RGE. Les travaux concernés sont les suivants : remplacement  des menuiseries, remplacement du système de chauffage, isolation du logement.  Sous la responsabilité du superviseur de l'activité, vos principales missions seront :   - Traitement de dossiers - Validation des dossiers online - Contrôle des pièces justificatives - Suivi des dossiers incomplets - Contrôle cohérence/qualité - Ouverture et suivi du courrier, mise sous pli  - Numérisation de documents - Traitement des appels téléphoniques et mails"
488,Technicien / Technicienne de gestion électronique de documents -GED- (H/F),"Assurer la gestion de la documentation fournisseur :  réception, contrôle, enregistrement, diffusion et archivage des documents (courriers officiels, documents techniques livrables, comptes rendus officiels de réunions, etc.) Assurer l'appui au pilotage de contrat des fournisseurs des projets : o Contrôle de la recevabilité des documents des fournisseurs o Suivi de la surveillance des documents des fournisseurs o Envoi des documents des fournisseurs au client o Création de documents Assurer l'interface avec les différents intervenants du projet (clients, fournisseurs, équipes d'ingénierie) Participer à l'élaboration de méthodes, développements et retours d'expériences relatifs à la gestion électronique des documents dans le cadre des projets      A minima, formation Bac+2 en Gestion Documentaire ou diplôme Bac +2 dans le domaine d'assistante technique"
489,Agent administratif / Agente administrative back-office marché (H/F),"Le   GEIQ Emploi et Handicap favorise l'embauche des personnes en situation de   handicap via des parcours de montée en compétences sur-mesure.      Pour l'une de nos entreprises adhérentes basée en Picardie et spécialisée   dans les énergies et l'environnement, nous recherchons un(e) Conseiller(e) Clientèle Distributeur H/F en alternance pour préparer un BTS Soutien d'Action Managérial ou une Licence Management. Vos missions seront :     -Être un appui à votre manager et aux autres conseillers clients distributeur dans le cadre des activités de l'Agence.-Assurer l'accessibilité téléphonique pour traiter les demandes des Fournisseurs d'énergie-Traiter les demandes des fournisseurs arrivés par les différents canaux(mise en service, mise hors service, déplacement pour impayés)-Collecter les relevés de compteurs par le traitement d'états post relève-Réaliser des appels sortants vers les clients pour prise de rendez-vous d'intervention-Calculer les redressements des facturations  Vous bénéficiez :-De l'accompagnement privilégié d'un tuteur (H/F) expérimenté(e) prêt(e) à transmettre son savoir-D'une formation complémentaire spécifique au métier pendant votre alternance en entreprise-D'aides financières en fonction de votre situation personnelle (logement, mutuelle, transports, permis de conduire...)      Titulaire d'un Bac dans les domaines tertiaires/administratifs,    -Vous avez un bon relationnel, le sens de la communication, de bonnes capacités d'organisation-Vous maîtrisez avec aisance les outils informatiques-Votre capacité d'écoute vous permet de travailler facilement en équipe-Vous êtes rigoureux(se), organisé(e), persévérant(e) et autonome. Cela vous correspond alors contactez nous !"
490,Agent(e) technique régimes retraite complément prévoyance (H/F),"1er réseau national d'agences d'emploi, Adecco a développé un savoir-faire unique de proximité et met toutes ses compétences à votre service. Quelque soit le contrat que vous cherchez, intérim, CDD ou CDI, Adecco travaille chaque jour pour vous guider vers ce qui vous correspond. Votre missionAdecco tertiaire recherche pour l'un de ses clients :   GESTIONNAIRE RETRAITE (H/F) :  Vos missions consisteront à :  Traitement de dossiers des bénéficiaires d'allocation de solidarité aux personnes agées. Votre profilProfil : vous avez de l'expérience dans le domaine de la gestion de retraite (exigé), notions d'environnement de la protection sociale. Vous êtes à l'aise dans l'utilisation des outils informatiques liés à la fonction (Word, Excel, Back Office, ...).  Votre rigueur, votre réactivité, votre sens de l'organisation seront de sérieuxNous vous proposonsMission intérim prise de poste lundi 10 mai jusqu'en nov 2021 Salaire brut horaire : 13.46EUR  Poste basé à Bordeaux Nord Horaires : 08h30/16h30 Si ce poste vous intéresse et vous correspond, je vous invite à postuler en ligne. Pour plus d'offres d'emploi, téléchargez notre application ADECCO & Moi. Adecco & Moi est une application gratuite pour iPhone/iPad et Android qui va vous permettre d'accéder à plus de 8.000 offres d'emploi depuis votre mobile.  --------------------------------------------------"
491,Conseiller Retraite (H/F),"Fort(e) d'une bonne expression écrite et orale, vous souhaitez découvrir une mission spécifique des ressources humaines ou développer vos connaissances retraite.  Dans le cadre de l'extension des missions du service, venez rejoindre l'équipe de conseillers retraite du CIG de la Grande Couronne.  En binôme, vous serez accompagné(e) et bénéficierez d'une formation vous permettant d'acquérir l'expertise nécessaire pour ce poste.  Vos principales missions :  Conseiller sur la règlementation retraite Accompagner les collectivités et les actifs en répondant aux demandes reçues par mail ou par téléphone (état d'avancement des dossiers, études personnalisées sur les possibilités de départ à la retraite ). Commenter et expliquer les résultats des dossiers étudiés. Conduire des entretiens retraite individuels à destination des actifs.  Gérer des dossiers de retraite CNRACL Vérifier des dossiers établis par les employeurs. Réaliser des dossiers en lieu et place des employeurs."
492,Technicien / Technicienne de gestion électronique de documents -GED- (H/F),"PROMAN est un acteur majeur de l'intérim et des Ressources Humaines, premier acteur indépendant, et 4ème sur le marché du travail temporaire et du recrutement en France.             PROMAN cherche pour son client spcialisé dans la haute technologie un  TECHNICIEN ELECTRONIQUE 78 H/F. Missions : - Assembler, régler et tester selon les standards en vigueur: - Prendre en compte les Ordres de Fabrication conformément aux consignes de son responsable - Se maintenir à jour des modifications du Dossier de Fabrication et de Contrôle - Utiliser les produits et les moyens spécifiés en gamme - Remonter les déviations par rapport au standard au Chef de Groupe et Team-Leader - Déclarer quotidiennement la production et pointer les heures - Participer activement aux animations quotidiennes avec les Team-Leaders. Lieu de la mission : Plaisir Durée : 6 mois     Compétences : - Savoir lire un plan / schéma électrique,  - Identifier les composants les plus courants et leur utilité : ex Diode, fusible, résistance, condensateur, bobine, transistor. - Savoir faire des mesures avec des pointes de touches sur une carte : exemple se placer en // d'un composant pour contrôler la tension à ses bornes. Profil :  BTS/Licence electronique - Profil junior accepté. Habilitation électrique BE Essais (EL/B090)."
493,Agent / Agente d'accueil de prestations sociales (H/F),"Votre agence Crit Castelnaudary recherche pour le compte d'un de ses clients un AGENT DE NETTOYAGE (H/F). Le poste est à pourvoir très rapidement.  Vos missions :  - Assurer le nettoyage et l'entretien des locaux en respectant méthodiquement le planning de travail - Veiller à la bonne utilisation et l'entretien du matériel et des produits mis à disposition - Veiller à ne pas endommager tout objet meublant, matériel et support pendant le processus de nettoyage - Respecter toutes les règles d'hygiène et sécurité      Votre profil,  Pour cette mission, une première expérience est souhaitée. Vous devez connaître les règles d'hygiène à respecter.  PRISE DE POSTE SAMEDI."
494,Chargé(e) de Pilotage Prévoyance (H/F),"Vous aurez en charge le pilotage fonctionnel de l'activité opérationnelle de gestion de la prévoyance (gestion interne et gestion déléguée à nos gestionnaires pour compte : adhésions, contrôle et sélection médicale, vie des contrats, indemnisation des sinistres etc ) au sein d'un pôle composé de deux personnes. Vous Participez en tant qu'expert(e) prévoyance à la création de nouveaux produits de prévoyance. Vous aurez en charge le pilotage des projets prévoyance pour le compte de la Gestion technique ainsi des travaux sur les Outils informatiques prévoyance qui sont à déployer. A ce titre, vous participez à la rédaction des  expressions de besoin et aux recettes Informatiques. Diplômé(e) de niveau bac+3 vous disposez d'une expérience significative  en gestion de produits de prévoyance individuelle et collective. Vous connaissez l'environnement juridique des produits de prévoyance : loi Eckert notamment. Une expérience de participation à des projets prévoyance serait un plus."
495,Agent administratif / Agente administrative middle-office marché (H/F),"Nous recherchons  un(e) Assistant(e) Administratif(ve) Bilingue Espagnol pour notre leader en logistique basé sur saint Quentin-fallavier.           Précisément, vos missions seront : -Assurer l'accueil physique et téléphonique. -Animation de la relation clients. -Réaliser les ouvertures des ordres de travail. -Gestion des factures Compétences clés requises : -Espagnol bilingue - Gestion des appels entrants / sortants - Gestion administrative - Relation client B2C - Qualités rédactionnelles     Bonne aisance relationnelle, capacité d'adaptation, rigueur, dynamisme, autonomie. Espagnol Pack office"
496,ASSISTANT BACK OFFICE COMMERCIAL ET SAV (H/F),"ANTILLES RECRUTEMENT recherche pour son client, leader de l'outillage pro et de l'équipement de garage, un ASSISTANT BACK OFFICE COMMERCIAL ET SAV (H/F). Vous serez en relation directe avec le Responsable Technique et Commercial. Vos principales missions consistent à :FONCTION SAV- Réceptionner et centraliser les demandes clients concernant le SAV et les demandes d'installation- Réceptionner les matériels nécessitant une prise en charge SAV- FONCTION COMMERCIALE- Etre en appui des technico-commerciaux et de l'équipe commerciale et propose des solutions- Intégrer les commandes clients, passer des commandes spéciales d'articles non stockées. RESPONSABILITES HIERARCHIQUES ET MANAGERIALES- Vous assurer de la bonne communication et du bon climat social au sein des services commerciaux et SAV- Définir et proposer les moyens tant humains (recrutements temporaires et/ou permanents, formations), que matériels, nécessaires à l'atteinte des objectifs fixés. Liste non exhaustive"
497,Chargé / Chargée d'accueil en banque (H/F),"Description du poste : Votre mission principale est d'accueillir et conseiller les clients sur leurs opérations de banque au quotidien. Vous les conseillez et leur proposez les produits et services bancaires adaptés à leurs besoins (livrets d'épargne, cartes, banque à distance...) Vous pourrez évoluer en gérant progressivement un portefeuille de clients particuliers en les conseillant sur les placements et les produits et services les plus adaptés à leur situation. De profil BAC+2/+3 en banque et assurance, vous justifiez idéalement d'une première expérience sur un poste similaire avec une dimension commerciale impérativement. Description du profil : Organisé(e), rigoureux(se), appliqué(e), vous faites preuve de réactivité dans l'atteinte de vos missions. Vous aimez travailler en équipe. Vous maîtrisez les techniques de relation téléphonique (écoute, questionnement, etc....) et vous avez une bonne élocution fluide et intelligible. Calme, patient(e), diplomate vous avez le sens du contact Vous êtes capable de temporiser les appels de clients mécontents. Vous maîtrisez le français (grammaire et orthographe), ainsi que l'outil informatique Pack Office (bureautique et messagerie). Vous devez maîtriser la culture de l'entreprise et les spécificités des produits et des services. Dynamique, vous aimez les nouveaux challenges"
498,Conseiller commercial professionnel / Conseillère commerciale professionnelle secteur bancaire,Le Crédit Agricole recherche un Conseiller Commercial Professionnels Agriculteurs pour un CDI à Temps Plein sur toute la Corse.   Voici vos futures missions :   - Développer et accompagner son fonds de commerce constitué d'un portefeuille de clients agri-pro et particuliers à enjeux. - Apporter satisfaction aux clients en appliquant la démarche commerciale RC20/Excellence Client et multicanale de la Caisse Régionale. - Vendre des produits et services répondant aux besoins de la clientèle professionnelle dans le domaine bancaire et assurance. - Instruire et suivre les dossiers de financement. - Contribuer au bon fonctionnement de l'agence et accueillir la clientèle. - Prospecter les clients potentiels et effectuer des visites sur site. - Gérer le risque global (pro-agri et particuliers) en préventif et curatif.   Le poste est à pourvoir à l'occasion d'un événement de recrutement digital organisé par la société WIZBII en charge de la pré-sélection des candidats.
499,Agent commercial / Agente commerciale en assurances (H/F),"POSTE : Conseiller Assurance H/F DESCRIPTION : Vous recherchez un emploi ? Notre Job c'est de vous en trouver un ! R.A.S Intérim vous propose des milliers d'opportunités d'emploi dans tous les secteurs d'activité, en intérim, CDD et CDI. Vous recherchez un emploi ? Faites confiances à nos différences ! R.A.S Intérim, réseau d'agences d'emploi de 154 agences, propose des centaines d'opportunités d'emploi dans tous les secteurs d'activité, en intérim, CDD et CDI. L'agence R.A.S Intérim de Strasbourg, recherche un(e) Conseiller en Assurance H/F pour un de ses clients. Nous recherchons pour une Agence Générale, située à Altkirch (68), un Conseiller en Assurance. Poste à pourvoir en CDI Rémunération 1750/1900 Euros brut par mois selon profil et expérience + Variable. Poste - Vous accueillez les clients et prospects de l'Agence. - Vous êtes en charge d'une clientèle constituée principalement de particuliers que vous fidélisez et développez. - Vous réceptionnez les demandes des assurés en face à face, par téléphone ou réponse à mail. - Vous assurez la prise d'informations et la mise à jour des contrats. - Vous réalisez toutes les opérations liées à la gestion courante du portefeuille de l'Agence (souscription des affaires nouvelles, enregistrement des avenants, suivi des justificatifs et assurer les relances). Profil - Dynamique, autonome et réactif(ve), vous faites preuve de bonnes qualités d'écoute, avec le goût de convaincre et le sens du service client. - Idéalement titulaire d'un Bac +2 ou Bac +3 en Banque/Assurance, vous justifiez d'une première expérience réussie dans le domaine des assurances. .  En bref : Commercial en assurances, Assurance"
500,Commercial en assurances (H/F),"POSTE : Conseiller en Assurance H/F PROFIL : Dynamique, autonome et réactif(ve), vous faites preuve de bonnes qualités d'écoute, avec le goût de convaincre et le sens du service client. Idéalement titulaire d'un Bac +2 ou Bac +3 en Banque/Assurance, vous justifiez d'une première expérience réussie dans le domaine des assurances. DESCRIPTION : RELAIS-ASSUR est l'Agence RH dédiée aux Agents Généraux et Courtiers d'Assurances. Nous accompagnons nos clients dans leurs multiples recrutements et leur proposons des outils dédiés à la gestion des RH au quotidien. Nous suivons nos candidats dans le temps pour toujours être à l'écoute de leurs souhaits de changements professionnels. Nous recherchons pour une Agence Générale, située à Altkirch (68), un Conseiller en Assurance. Poste à pourvoir en CDI - Rémunération 1750/1900 Euros brut par mois selon profil et expérience + Variable. Vous accueillez les clients et prospects de l'Agence. Vous êtes en charge d'une clientèle constituée principalement de particuliers que vous fidélisez et développez. Vous réceptionnez les demandes des assurés en face à face, par téléphone ou réponse à mail. Vous assurez la prise d'informations et la mise à jour des contrats. Vous réalisez toutes les opérations liées à la gestion courante du portefeuille de l'Agence (souscription des affaires nouvelles, enregistrement des avenants, suivi des justificatifs et assurer les relances).  En bref : Commercial en assurances, Assurance"
501,Agent général / Agente générale d'assurances (H/F),"POSTE : Collaborateur d'Agence - Assurance H/F DESCRIPTION : Le CabRH, cabinet de recrutement et d'approche directe, recrute pour son client, cabinet d'assurance de proximité, un(e) Collaborateur(trice) d'Agence. Le poste : Au sein de l'agence, vous assurez la gestion administrative du portefeuille de clients, vous commercialisez les solutions d'assurance. En tant que collaborateur d'agence vous : - Réceptionnez les appels. - Assistez les équipes dans l'activité commerciale. - Accueillez, informez, orientez et gérez les clients et prospects de l'Agence. - Participez, selon les besoins de l'Agence, à la gestion et au développement du portefeuille de clients. - Gérez et souscrivez des contrats d'assurances auprès des particuliers et professionnels. Votre profil : Titulaire d'une formation supérieure en banque/assurance, et disposez d'une expérience similaire. Vous êtes organisé(e) et rigoureux(se). Vous avez des capacités d'analyse et de synthèse, de bonnes compétences en rédaction et vous maîtrisez les outils bureautiques. Vous êtes à l'aise à l'oral, notamment au téléphone. Vous êtes motivé(e) par le contact, le conseil, l'accompagnement et la vente et recherchez des missions diversifiées. Vous êtes fiable, autonome, dynamique et réactif(e).  En bref : Assureur, Assurance, Fidélisation des clients"
